level_0,index,Year,Christianity_pop,Judaism_pop,Islam_pop,Buddhism_pop,Zoroastrian_pop,Hindu_pop,Sike_pop,Shinto_pop,Baha'i_pop,Taoism_pop,Confucianism_pop,Jain_pop,Syncretic Religions_pop,Animist_pop,Non Religious_pop,Other Religions_pop,Total Religious_pop,Population_pop,Christianity _pct,Judaism _pct,Islam _pct,Buddhism _pct,Zoroastrian _pct,Hindu _pct,Sike _pct,Shinto _pct,Baha'i _pct,Taoism _pct,Confucianism _pct,Jain _pct,Syncretic Religions _pct,Animist _pct,Non Religious _pct,Other Religions _pct,Total Religious _pct,Country,Region,SubRegion
784,1835,1995,0,0,15327560,0,0,0,0,0,0,0,0,0,0,0,0,41440,15327560,15369000,0.0,0.0,0.9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.9973,Yemen,Asia,Western Asia
785,1836,2000,0,0,18118000,0,0,0,0,0,0,0,0,0,0,0,0,0,18118000,18118000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yemen,Asia,Western Asia
786,1837,2005,0,0,20743664,0,0,0,0,0,0,0,0,0,0,0,0,1336,20743664,20745000,0.0,0.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.9999,Yemen,Asia,Western Asia
787,1838,2010,0,0,23369328,0,0,0,0,0,0,0,0,0,0,0,0,236054,23369328,23605382,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,Yemen,Asia,Western Asia
788,1843,1990,0,0,2333000,0,0,0,0,0,0,0,0,0,0,0,0,127000,2333000,2460000,0.0,0.0,0.9484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,0.9484,Yemen,Asia,Western Asia
789,1850,1990,101000,0,1919999,0,0,19500,1000,0,25000,0,0,0,0,0,7500,67001,2073999,2141000,0.0472,0.0,0.8968,0.0,0.0,0.0091,0.0005,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0035,0.0313,0.9687,Kuwait,Asia,Western Asia
790,1851,1995,79768,0,1507350,0,0,0,0,0,0,0,0,0,0,0,10000,93882,1597118,1691000,0.0472,0.0,0.8914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0555,0.9445,Kuwait,Asia,Western Asia
791,1852,2000,0,0,1591600,0,0,78880,0,0,0,0,0,0,0,0,0,301520,1670480,1972000,0.0,0.0,0.8071,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529,0.8471,Kuwait,Asia,Western Asia
792,1853,2005,0,0,2035048,0,0,89800,0,0,0,0,0,0,0,0,0,120152,2124848,2245000,0.0,0.0,0.9065,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535,0.9465,Kuwait,Asia,Western Asia
793,1854,2010,0,0,2478497,0,0,107823,0,0,0,0,0,0,0,0,0,109248,2586320,2695568,0.0,0.0,0.9195,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,0.9595,Kuwait,Asia,Western Asia
794,1859,1990,26450,250,434354,120,0,14000,0,0,500,0,0,0,0,10,700,26616,476384,503000,0.0526,0.0005,0.8635,0.0002,0.0,0.0278,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0014,0.0529,0.9471,Bahrain,Asia,Western Asia
795,1860,1995,30392,0,546500,0,0,0,0,0,0,0,0,0,0,0,0,1108,576892,578000,0.0526,0.0,0.9455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.9981,Bahrain,Asia,Western Asia
796,1861,2000,54220,0,559513,0,0,0,0,0,0,0,0,0,0,0,0,3267,613733,617000,0.0879,0.0,0.9068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.9947,Bahrain,Asia,Western Asia
797,1862,2005,87600,0,782844,0,0,13540,0,0,0,0,0,0,0,0,0,4840,883984,888824,0.0986,0.0,0.8808,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.9946,Bahrain,Asia,Western Asia
798,1863,2010,120985,0,1106174,0,0,0,0,0,0,0,0,0,0,0,0,7412,1227159,1234571,0.098,0.0,0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.994,Bahrain,Asia,Western Asia
799,1868,1990,34500,0,416600,9000,0,11500,0,0,900,0,0,0,0,0,0,13500,472500,486000,0.071,0.0,0.8572,0.0185,0.0,0.0237,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.9722,Qatar,Asia,Western Asia
800,1869,1995,27781,0,500600,0,0,0,0,0,0,0,0,0,0,0,0,19619,528381,548000,0.0507,0.0,0.9135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.9642,Qatar,Asia,Western Asia
801,1870,2000,86566,0,281530,12901,0,158611,0,0,0,0,0,0,0,0,10574,48818,550182,599000,0.1445,0.0,0.47,0.0215,0.0,0.2648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.0815,0.9185,Qatar,Asia,Western Asia
802,1871,2005,63210,0,553335,17760,0,26640,0,0,0,0,0,0,0,0,26640,56444,687585,744029,0.085,0.0,0.7437,0.0239,0.0,0.0358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.0759,0.9241,Qatar,Asia,Western Asia
803,1872,2010,245603,0,798733,36603,0,450000,0,0,0,0,0,0,0,0,30000,138496,1560939,1699435,0.1445,0.0,0.47,0.0215,0.0,0.2648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.0815,0.9185,Qatar,Asia,Western Asia
804,1877,1990,48384,0,1790000,3600,0,12500,4000,0,4000,0,0,0,0,0,0,58516,1862484,1921000,0.0252,0.0,0.9318,0.0019,0.0,0.0065,0.0021,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.9695,United Arab Emirates,Asia,Western Asia
805,1878,1995,58280,0,2221440,0,0,0,0,0,0,0,0,0,0,0,0,34280,2279720,2314000,0.0252,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.9852,United Arab Emirates,Asia,Western Asia
806,1879,2000,167815,0,1582317,4882,0,622455,0,0,24410,0,0,0,0,0,34827,4294,2436706,2441000,0.0687,0.0,0.6482,0.002,0.0,0.255,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0143,0.0018,0.9982,United Arab Emirates,Asia,Western Asia
807,1880,2005,273823,0,2566912,7990,0,1018725,0,0,39950,0,0,0,0,0,57000,30600,3964400,3995000,0.0685,0.0,0.6425,0.002,0.0,0.255,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0143,0.0077,0.9923,United Arab Emirates,Asia,Western Asia
808,1881,2010,445461,0,4208337,22000,0,1387654,0,0,62367,0,0,0,0,0,85000,25831,6210819,6236650,0.0714,0.0,0.6748,0.0035,0.0,0.2225,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0136,0.0041,0.9959,United Arab Emirates,Asia,Western Asia
809,1886,1990,93400,0,1710525,13000,0,90000,11000,0,5500,0,0,0,0,120,3800,72655,1927345,2000000,0.0467,0.0,0.8553,0.0065,0.0,0.045,0.0055,0.0,0.0028,0.0,0.0,0.0,0.0,0.0001,0.0019,0.0363,0.9637,Oman,Asia,Western Asia
810,1887,1995,106500,0,2139556,0,0,0,0,0,0,0,0,0,0,0,0,153944,2246056,2400000,0.0444,0.0,0.8915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0641,0.9359,Oman,Asia,Western Asia
811,1888,2000,71500,0,2376959,5400,0,65252,15420,0,0,0,0,0,0,0,0,18769,2534531,2553300,0.028,0.0,0.9309,0.0021,0.0,0.0256,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.9926,Oman,Asia,Western Asia
812,1889,2005,83500,0,2412319,5140,0,75084,17500,0,0,0,0,0,0,0,0,6457,2593543,2600000,0.0321,0.0,0.9278,0.002,0.0,0.0289,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.9975,Oman,Asia,Western Asia
813,1890,2010,99499,0,2678195,8900,0,78000,19000,0,0,0,0,0,0,0,0,96360,2883594,2979954,0.0334,0.0,0.8987,0.003,0.0,0.0262,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.9677,Oman,Asia,Western Asia
814,1900,1990,7000,130,15295070,4169,121800,75000,3000,0,12500,0,0,0,0,3000,102000,130331,15623669,15754000,0.0004,0.0,0.9709,0.0003,0.0077,0.0048,0.0002,0.0,0.0008,0.0,0.0,0.0,0.0,0.0002,0.0065,0.0083,0.9917,Afghanistan,Asia,Southern Asia
815,1901,1995,6609,66,19026255,4357,97888,46133,2965,0,15839,0,0,0,0,3045,104000,353843,19307157,19661000,0.0003,0.0,0.9677,0.0002,0.005,0.0023,0.0002,0.0,0.0008,0.0,0.0,0.0,0.0,0.0002,0.0053,0.018,0.982,Afghanistan,Asia,Southern Asia
816,1902,2000,6219,0,22162133,4544,3976,47000,2931,0,12178,0,0,0,0,3090,125000,352929,22367071,22720000,0.0003,0.0,0.9754,0.0002,0.0002,0.0021,0.0001,0.0,0.0005,0.0,0.0,0.0,0.0,0.0001,0.0055,0.0155,0.9845,Afghanistan,Asia,Southern Asia
817,1903,2005,24955,0,25497000,4012,2810,8250,2312,0,10766,0,0,0,0,2742,135000,312153,25687847,26000000,0.001,0.0,0.9807,0.0002,0.0001,0.0003,0.0001,0.0,0.0004,0.0,0.0,0.0,0.0,0.0001,0.0052,0.012,0.988,Afghanistan,Asia,Southern Asia
818,1904,2010,7287,0,26880000,2500,2000,8000,2000,0,3000,0,0,0,0,3316,55000,36897,26963103,27000000,0.0003,0.0,0.9956,0.0001,0.0001,0.0003,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.002,0.0014,0.9986,Afghanistan,Asia,Southern Asia
819,1905,1995,405810,0,4013010,580,0,0,0,0,880,0,0,0,0,0,45090,43630,4465370,4509000,0.09,0.0,0.89,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.01,0.0097,0.9903,Turkmenistan,Asia,Central Asia
820,1906,2000,401310,0,3968510,573,0,0,0,0,870,0,0,0,0,0,44590,43147,4415853,4459000,0.09,0.0,0.89,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.01,0.0097,0.9903,Turkmenistan,Asia,Central Asia
821,1907,2005,474120,0,4688520,677,0,0,0,0,1028,0,0,0,0,0,52680,50975,5217025,5268000,0.09,0.0,0.89,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.01,0.0097,0.9903,Turkmenistan,Asia,Central Asia
822,1908,2010,505440,700,4998243,722,0,0,0,0,1096,0,0,0,0,0,56160,53643,5562361,5616004,0.09,0.0001,0.89,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.01,0.0096,0.9904,Turkmenistan,Asia,Central Asia
823,1909,1995,121000,8800,4960600,3700,7000,0,0,0,700,0,0,0,0,5500,725000,3700,5832300,5836000,0.0207,0.0015,0.85,0.0006,0.0012,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0009,0.1242,0.0006,0.9994,Tajikistan,Asia,Central Asia
824,1910,2000,185640,2000,5878600,0,0,0,0,0,0,0,0,0,0,0,61880,59880,6128120,6188000,0.03,0.0003,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0097,0.9903,Tajikistan,Asia,Central Asia
825,1911,2005,205500,2000,6507500,0,0,0,0,0,0,0,0,0,0,0,68500,66500,6783500,6850000,0.03,0.0003,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0097,0.9903,Tajikistan,Asia,Central Asia
826,1912,2010,150000,2000,6692802,5600,0,0,0,0,4500,0,0,0,0,0,185911,395635,7040813,7436448,0.0202,0.0003,0.9,0.0008,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.025,0.0532,0.9468,Tajikistan,Asia,Central Asia
827,1913,1995,489000,5400,3263300,18500,900,0,0,0,596,0,0,0,0,17900,609060,109344,4404656,4514000,0.1083,0.0012,0.7229,0.0041,0.0002,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.004,0.1349,0.0242,0.9758,Kyrgyzstan,Asia,Central Asia
828,1914,2000,818830,500,3760200,0,0,0,0,0,0,0,0,0,0,0,93980,25490,4673510,4699000,0.1743,0.0001,0.8002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0054,0.9946,Kyrgyzstan,Asia,Central Asia
829,1915,2005,720160,500,4116294,0,0,0,0,0,0,0,0,0,0,0,102880,204166,4939834,5144000,0.14,0.0001,0.8002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0397,0.9603,Kyrgyzstan,Asia,Central Asia
830,1916,2010,540229,500,4132536,0,0,0,0,0,0,0,0,0,0,0,268268,423839,4941533,5365372,0.1007,0.0001,0.7702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.079,0.921,Kyrgyzstan,Asia,Central Asia
831,1917,1995,2269000,57000,19967200,0,0,0,0,0,0,0,0,0,367,0,204210,192223,22497777,22690000,0.1,0.0025,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0085,0.9915,Uzbekistan,Asia,Central Asia
832,1918,2000,2611800,30000,21399840,0,912,649,0,0,708,0,0,0,401,0,165119,108571,24209429,24318000,0.1074,0.0012,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0045,0.9955,Uzbekistan,Asia,Central Asia
833,1919,2005,1548350,10000,23811970,0,0,0,0,0,0,0,0,0,0,0,654175,142505,26024495,26167000,0.0592,0.0004,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0054,0.9946,Uzbekistan,Asia,Central Asia
834,1920,2010,1408027,4200,26189329,0,0,0,0,0,0,0,0,0,0,0,504000,55014,28105556,28160570,0.05,0.0001,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.002,0.998,Uzbekistan,Asia,Central Asia
835,1921,1995,4526802,14400,7551000,17200,3000,0,866,0,3367,0,0,0,966,28800,3855840,63759,16002241,16066000,0.2818,0.0009,0.47,0.0011,0.0002,0.0,0.0001,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0018,0.24,0.004,0.996,Kazakhstan,Asia,Central Asia
836,1922,2000,4070200,5500,7569340,0,0,0,0,0,0,0,0,0,0,0,4542440,35520,16187480,16223000,0.2509,0.0003,0.4666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0022,0.9978,Kazakhstan,Asia,Central Asia
837,1923,2005,4614100,4200,7750583,0,0,0,0,0,0,0,0,0,0,0,2700000,78117,15068883,15147000,0.3046,0.0003,0.5117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783,0.0052,0.9948,Kazakhstan,Asia,Central Asia
838,1924,2010,4731595,3300,9678983,0,0,0,0,0,0,0,0,0,0,0,1880000,21970,16293878,16315848,0.29,0.0002,0.5932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1152,0.0013,0.9987,Kazakhstan,Asia,Central Asia
839,1934,1990,51058998,2008,17280251,139886419,59,15734,14898,0,3926,3015016,0,60,443510971,50356845,444546380,5613395,1149691565,1155304960,0.0442,0.0,0.015,0.1211,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.3839,0.0436,0.3848,0.0049,0.9951,China,Asia,Eastern Asia
840,1935,1995,63606575,2282,18541200,161089585,61,16491,16584,0,4780,3717684,0,0,475354557,52749521,440100800,5023880,1215200120,1220224000,0.0521,0.0,0.0152,0.132,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.3896,0.0432,0.3607,0.0041,0.9959,China,Asia,Eastern Asia
841,1936,2000,71553248,2500,20000000,102204641,63,18000,25000,0,0,5200000,0,0,536574366,55000000,485472046,1508152,1276049864,1277558016,0.056,0.0,0.0157,0.08,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.42,0.0431,0.38,0.0012,0.9988,China,Asia,Eastern Asia
842,1937,2005,75625755,2500,32592998,164268711,0,18000,22000,0,0,4432647,0,0,547562373,52000000,423708979,3485973,1300233963,1303719936,0.058,0.0,0.025,0.126,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.42,0.0399,0.325,0.0027,0.9973,China,Asia,Eastern Asia
843,1938,2010,78030424,2579,33629356,169491958,0,18572,22699,0,0,4573592,0,0,564973194,53653442,437181638,3596818,1341577454,1345174272,0.058,0.0,0.025,0.126,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.42,0.0399,0.325,0.0027,0.9973,China,Asia,Eastern Asia
844,1948,1990,22487,0,95000,921911,0,0,0,0,40,0,0,0,8710,465360,700750,1742,2214258,2216000,0.0101,0.0,0.0429,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.21,0.3162,0.0008,0.9992,Mongolia,Asia,Eastern Asia
845,1949,1995,27257,0,93880,1145806,0,0,0,0,46,0,0,0,12341,469400,586750,11520,2335480,2347000,0.0116,0.0,0.04,0.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.2,0.25,0.0049,0.9951,Mongolia,Asia,Eastern Asia
846,1950,2000,23242,0,79860,1732962,0,0,0,0,0,0,0,0,15972,396638,276581,136745,2525255,2662000,0.0087,0.0,0.03,0.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.149,0.1039,0.0514,0.9486,Mongolia,Asia,Eastern Asia
847,1951,2005,24882,0,85500,1850000,0,0,0,0,0,0,0,0,17100,405000,296115,171403,2678597,2850000,0.0087,0.0,0.03,0.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.1421,0.1039,0.0601,0.9399,Mongolia,Asia,Eastern Asia
848,1952,2010,53170,0,82380,1455388,0,0,0,0,0,0,0,0,45000,250000,850000,10078,2735938,2746016,0.0194,0.0,0.03,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.091,0.3095,0.0037,0.9963,Mongolia,Asia,Eastern Asia
849,1974,1990,347260,0,2200,610890,0,0,0,0,0,0,0,0,14000,3258080,16086770,43800,20319200,20363000,0.0171,0.0,0.0001,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.16,0.79,0.0022,0.9978,Democratic People's Republic of Korea,Asia,Eastern Asia
850,1975,1995,462909,0,2302,662910,0,0,0,0,0,0,0,0,14488,3535520,17235660,183211,21913789,22097000,0.0209,0.0,0.0001,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.16,0.78,0.0083,0.9917,Democratic People's Republic of Korea,Asia,Eastern Asia
851,1976,2000,400000,0,0,1100000,0,0,0,0,0,0,0,3125070,14976,3846240,15461884,90830,23948170,24039000,0.0166,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0006,0.16,0.6432,0.0038,0.9962,Democratic People's Republic of Korea,Asia,Eastern Asia
852,1977,2005,395355,0,0,1087233,0,0,0,0,0,0,0,3088800,14802,3801600,15282432,89778,23670222,23760000,0.0166,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0006,0.16,0.6432,0.0038,0.9962,Democratic People's Republic of Korea,Asia,Eastern Asia
853,1978,2010,405910,0,0,1116257,0,0,0,0,0,0,0,3171257,15197,3903086,15690406,92175,24302113,24394288,0.0166,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0006,0.16,0.6432,0.0038,0.9962,Democratic People's Republic of Korea,Asia,Eastern Asia
854,1987,1990,10035047,125,6000,9279818,0,0,281,22125,23000,0,0,323463,25981,379000,22584835,189325,42679675,42869000,0.2341,0.0,0.0001,0.2165,0.0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0075,0.0006,0.0088,0.5268,0.0044,0.9956,Republic of Korea,Asia,Eastern Asia
855,1988,1995,11711066,100,7500,10408012,0,0,0,25500,25000,0,0,210927,28400,398000,21953315,325180,44767820,45093000,0.2597,0.0,0.0002,0.2308,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0047,0.0006,0.0088,0.4868,0.0072,0.9928,Republic of Korea,Asia,Eastern Asia
856,1989,2000,12736825,100,38750,10632237,0,0,0,27500,27500,0,0,267751,36700,451000,21909247,716390,46127610,46844000,0.2719,0.0,0.0008,0.227,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0057,0.0008,0.0096,0.4677,0.0153,0.9847,Republic of Korea,Asia,Eastern Asia
857,1990,2005,13762585,100,70000,10856463,0,0,0,29500,30000,0,0,324575,45000,504000,21865180,650597,47487403,48138000,0.2859,0.0,0.0015,0.2255,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0067,0.0009,0.0105,0.4542,0.0135,0.9865,Republic of Korea,Asia,Eastern Asia
858,1991,2010,13973291,101,71071,11022677,0,0,0,29951,30459,0,0,329544,45688,511716,22199939,660563,48214437,48875000,0.2859,0.0,0.0015,0.2255,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0067,0.0009,0.0105,0.4542,0.0135,0.9865,Republic of Korea,Asia,Eastern Asia
859,2028,1990,41734851,9000,101000000,5950000,170000,622022768,18450000,0,1400000,0,3800000,0,110000,29800000,10000000,250405,834446619,834697024,0.05,0.0,0.121,0.0071,0.0002,0.7452,0.0221,0.0,0.0017,0.0,0.0046,0.0,0.0001,0.0357,0.012,0.0003,0.9997,India,Asia,Southern Asia
860,2029,1995,45798549,9061,109916520,9159710,120478,679818545,18319420,0,1485588,0,4003348,0,121395,34565044,11685100,968250,915002758,915971008,0.05,0.0,0.12,0.01,0.0001,0.7422,0.02,0.0,0.0016,0.0,0.0044,0.0,0.0001,0.0377,0.0128,0.0011,0.9989,India,Asia,Southern Asia
861,2030,2000,24080014,5000,137840709,7955207,72000,827578868,19215730,0,1450000,0,4225000,0,130000,2500000,3200000,409488,1028252528,1028662016,0.0234,0.0,0.134,0.0077,0.0001,0.8045,0.0187,0.0,0.0014,0.0,0.0041,0.0,0.0001,0.0024,0.0031,0.0004,0.9996,India,Asia,Southern Asia
862,2031,2005,26026922,5000,148985354,8598398,77821,894489961,20769352,0,1567234,0,4566598,0,140510,2702129,3458725,3930012,1111388004,1115318016,0.0233,0.0,0.1336,0.0077,0.0001,0.802,0.0186,0.0,0.0014,0.0,0.0041,0.0,0.0001,0.0024,0.0031,0.0035,0.9965,India,Asia,Southern Asia
863,2032,2010,27973830,5000,160130000,9241589,83642,961401054,22322975,0,1684469,0,4908196,0,151021,2904258,3717450,476516,1194523484,1195000000,0.0234,0.0,0.134,0.0077,0.0001,0.8045,0.0187,0.0,0.0014,0.0,0.0041,0.0,0.0001,0.0024,0.0031,0.0004,0.9996,India,Asia,Southern Asia
864,2036,1990,15200,0,17000,1213370,0,329000,0,0,500,0,0,0,0,65000,60,4870,1640130,1645000,0.0092,0.0,0.0103,0.7376,0.0,0.2,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0395,0.0,0.003,0.997,Bhutan,Asia,Southern Asia
865,2037,1995,16414,0,10889,1378300,0,283200,0,0,358,0,0,0,0,68395,100,12344,1757656,1770000,0.0093,0.0,0.0062,0.7787,0.0,0.16,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0386,0.0001,0.007,0.993,Bhutan,Asia,Southern Asia
866,2038,2000,17600,0,21240,1764913,0,250000,0,0,0,0,0,0,0,70000,200,47,2123953,2124000,0.0083,0.0,0.01,0.8309,0.0,0.1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0001,0.0,1.0,Bhutan,Asia,Southern Asia
867,2039,2005,9530,0,6720,551176,0,81509,0,0,0,0,0,0,0,21179,1770,116,671884,672000,0.0142,0.0,0.01,0.8202,0.0,0.1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,0.0026,0.0002,0.9998,Bhutan,Asia,Southern Asia
868,2040,2010,8454,0,6947,583740,0,72169,0,0,0,0,0,0,0,22483,196,765,693989,694754,0.0122,0.0,0.01,0.8402,0.0,0.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324,0.0003,0.0011,0.9989,Bhutan,Asia,Southern Asia
869,2049,1990,3836000,700,106633800,75000,19000,1420000,1500,0,55000,0,0,0,1700,135000,90000,136300,112267700,112404000,0.0341,0.0,0.9487,0.0007,0.0002,0.0126,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0012,0.0008,0.0012,0.9988,Pakistan,Asia,Southern Asia
870,2050,1995,3391078,781,124026804,85697,13412,1742788,20858,0,66855,0,0,0,1937,155130,111349,254311,129616689,129871000,0.0261,0.0,0.955,0.0007,0.0001,0.0134,0.0002,0.0,0.0005,0.0,0.0,0.0,0.0,0.0012,0.0009,0.002,0.998,Pakistan,Asia,Southern Asia
871,2051,2000,2660210,0,149741271,90000,5000,3442626,40000,0,68000,0,0,0,2000,170000,152000,111901,156371107,156483008,0.017,0.0,0.9569,0.0006,0.0,0.022,0.0003,0.0,0.0004,0.0,0.0,0.0,0.0,0.0011,0.001,0.0007,0.9993,Pakistan,Asia,Southern Asia
872,2052,2005,2617319,0,147326963,88548,4919,3387120,39355,0,66903,0,0,0,1967,167259,149549,110098,153849902,153960000,0.017,0.0,0.9569,0.0006,0.0,0.022,0.0003,0.0,0.0004,0.0,0.0,0.0,0.0,0.0011,0.001,0.0007,0.9993,Pakistan,Asia,Southern Asia
873,2053,2010,2863590,0,161189415,96880,5382,3705824,43058,0,73198,0,0,0,2152,182996,163620,120461,168326115,168446576,0.017,0.0,0.9569,0.0006,0.0,0.022,0.0003,0.0,0.0004,0.0,0.0,0.0,0.0,0.0011,0.001,0.0007,0.9993,Pakistan,Asia,Southern Asia
874,2057,1990,109764,0,96922495,656030,247,11525325,0,0,0,0,0,0,2300,150000,218248,180591,109584409,109765000,0.001,0.0,0.883,0.006,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.002,0.0016,0.9984,Bangladesh,Asia,Southern Asia
875,2058,1995,96734,0,105238920,650902,272,11750000,0,0,0,0,0,0,2532,184000,159504,146136,118082864,118229000,0.0008,0.0,0.8901,0.0055,0.0,0.0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0013,0.0012,0.9988,Bangladesh,Asia,Southern Asia
