level_0,index,Year,Christianity_pop,Judaism_pop,Islam_pop,Buddhism_pop,Zoroastrian_pop,Hindu_pop,Sike_pop,Shinto_pop,Baha'i_pop,Taoism_pop,Confucianism_pop,Jain_pop,Syncretic Religions_pop,Animist_pop,Non Religious_pop,Other Religions_pop,Total Religious_pop,Population_pop,Christianity _pct,Judaism _pct,Islam _pct,Buddhism _pct,Zoroastrian _pct,Hindu _pct,Sike _pct,Shinto _pct,Baha'i _pct,Taoism _pct,Confucianism _pct,Jain _pct,Syncretic Religions _pct,Animist _pct,Non Religious _pct,Other Religions _pct,Total Religious _pct,Country,Region,SubRegion
333,875,2000,1986000,1037,1588800,0,0,0,0,0,0,0,0,0,0,0,302000,94163,3877837,3972000,0.5,0.0003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0237,0.9763,Bosnia and Herzegovina,Europe,Southern Europe
334,876,2005,1987185,1028,1654753,0,0,0,0,0,0,0,0,0,0,0,200000,34,3842966,3843000,0.5171,0.0003,0.4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,1.0,Bosnia and Herzegovina,Europe,Southern Europe
335,877,2010,1988372,1019,1720707,0,0,0,0,0,0,0,0,0,0,0,112000,1697,3822098,3823795,0.52,0.0003,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293,0.0004,0.9996,Bosnia and Herzegovina,Europe,Southern Europe
336,879,1995,1780836,330,47700,0,0,0,0,0,480,0,0,0,0,0,142635,16019,1971981,1988000,0.8958,0.0002,0.024,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0717,0.0081,0.9919,Slovenia,Europe,Southern Europe
337,880,2000,1580712,100,48019,0,0,0,0,0,0,0,0,0,0,0,201766,155403,1830597,1986000,0.7959,0.0001,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016,0.0782,0.9218,Slovenia,Europe,Southern Europe
338,881,2005,1478349,152,54815,0,0,0,0,0,0,0,0,0,0,0,347328,120356,1880644,2001000,0.7388,0.0001,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736,0.0601,0.9399,Slovenia,Europe,Southern Europe
339,882,2010,1375987,205,61611,0,0,0,0,0,0,0,0,0,0,0,492891,123020,1930694,2053714,0.67,0.0001,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0599,0.9401,Slovenia,Europe,Southern Europe
340,901,1990,9754560,6600,202500,0,0,0,0,0,520,0,0,0,0,0,160000,36820,10124180,10161000,0.96,0.0006,0.0199,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0157,0.0036,0.9964,Greece,Europe,Southern Europe
341,902,1990,9754560,6600,202500,0,0,0,0,0,520,0,0,0,0,0,160000,36820,10124180,10161000,0.96,0.0006,0.0199,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0157,0.0036,0.9964,Greece,Europe,Southern Europe
342,903,1995,10021758,6009,235000,0,0,0,0,0,348,0,0,0,0,0,189449,1436,10452564,10454000,0.9587,0.0006,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.0001,0.9999,Greece,Europe,Southern Europe
343,904,1995,10021758,6009,235000,0,0,0,0,0,348,0,0,0,0,0,189449,1436,10452564,10454000,0.9587,0.0006,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.0001,0.9999,Greece,Europe,Southern Europe
344,905,2000,10176670,4860,220000,0,0,0,0,0,243,0,0,0,0,0,190000,53227,10591773,10645000,0.956,0.0005,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.005,0.995,Greece,Europe,Southern Europe
345,906,2000,10176670,4860,220000,0,0,0,0,0,243,0,0,0,0,0,190000,53227,10591773,10645000,0.956,0.0005,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.005,0.995,Greece,Europe,Southern Europe
346,907,2005,10580420,5500,240000,0,0,0,0,0,300,0,0,0,0,2000,250000,25780,11078220,11104000,0.9528,0.0005,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0225,0.0023,0.9977,Greece,Europe,Southern Europe
347,908,2005,10580420,5500,240000,0,0,0,0,0,300,0,0,0,0,2000,250000,25780,11078220,11104000,0.9528,0.0005,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0225,0.0023,0.9977,Greece,Europe,Southern Europe
348,909,2010,10682948,5648,272000,0,0,0,0,0,0,0,0,0,0,0,295000,63692,11255596,11319288,0.9438,0.0005,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,0.0056,0.9944,Greece,Europe,Southern Europe
349,910,2010,10682948,5648,272000,0,0,0,0,0,0,0,0,0,0,0,295000,63692,11255596,11319288,0.9438,0.0005,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,0.0056,0.9944,Greece,Europe,Southern Europe
350,917,1990,505680,150,129390,0,0,0,0,0,700,0,0,0,0,0,17300,27780,653220,681000,0.7426,0.0002,0.19,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0254,0.0408,0.9592,Cyprus,Asia,Western Asia
351,918,1995,519135,145,155523,0,0,0,0,0,758,0,0,0,0,0,24928,32511,700489,733000,0.7082,0.0002,0.2122,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.034,0.0444,0.9556,Cyprus,Asia,Western Asia
352,919,2000,559042,141,175000,0,0,0,0,0,0,0,0,0,0,0,40000,11817,774183,786000,0.7112,0.0002,0.2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509,0.015,0.985,Cyprus,Asia,Western Asia
353,920,2005,576604,144,169999,0,0,0,0,0,0,0,0,0,0,0,33028,18225,779775,798000,0.7226,0.0002,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0228,0.9772,Cyprus,Asia,Western Asia
354,921,2010,606674,147,164999,0,0,0,0,0,0,0,0,0,0,0,26056,16082,797876,813958,0.7453,0.0002,0.2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0198,0.9802,Cyprus,Asia,Western Asia
355,931,1990,6884000,4200,1110295,0,0,0,0,0,660,0,0,0,0,0,907003,84842,8906158,8991000,0.7657,0.0005,0.1235,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1009,0.0094,0.9906,Bulgaria,Europe,Eastern Europe
356,932,1995,6629941,4053,1092780,0,0,0,0,0,658,0,0,0,0,0,625404,53164,8352836,8406000,0.7887,0.0005,0.13,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0744,0.0063,0.9937,Bulgaria,Europe,Eastern Europe
357,933,2000,6876100,3907,999156,0,0,0,0,0,0,0,0,0,0,0,325000,20837,8204163,8225000,0.836,0.0005,0.1215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395,0.0025,0.9975,Bulgaria,Europe,Eastern Europe
358,934,2005,6403059,2953,985578,0,0,0,0,0,0,0,0,0,0,0,340837,7573,7732427,7740000,0.8273,0.0004,0.1273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.001,0.999,Bulgaria,Europe,Eastern Europe
359,935,2010,6206119,2000,972000,0,0,0,0,0,0,0,0,0,0,0,356674,6764,7536793,7543557,0.8227,0.0003,0.1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.0009,0.9991,Bulgaria,Europe,Eastern Europe
360,936,1995,4122440,50299,31819,0,0,0,0,0,711,0,0,0,0,328,141920,483,4347517,4348000,0.9481,0.0116,0.0073,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0326,0.0001,0.9999,Republic of Moldova,Europe,Eastern Europe
361,937,2000,4125000,65700,0,0,0,0,0,0,0,0,0,0,0,0,150000,39300,4340700,4380000,0.9418,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342,0.009,0.991,Republic of Moldova,Europe,Eastern Europe
362,938,2005,3318141,7500,64119,0,0,0,0,0,0,0,0,0,0,1781,390000,38459,3781541,3820000,0.8686,0.002,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.1021,0.0101,0.9899,Republic of Moldova,Europe,Eastern Europe
363,939,2010,2925500,3900,128238,0,0,0,0,0,0,0,0,0,0,3562,500000,958,3561200,3562158,0.8213,0.0011,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.1404,0.0003,0.9997,Republic of Moldova,Europe,Eastern Europe
364,949,1990,21180551,9670,45928,0,0,0,0,0,1700,0,0,0,0,0,1965000,4151,23202849,23207000,0.9127,0.0004,0.002,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0847,0.0002,0.9998,Romania,Europe,Eastern Europe
365,950,1995,21446333,8217,61592,0,0,0,0,0,1834,0,0,0,0,0,1150260,12764,22668236,22681000,0.9456,0.0004,0.0027,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0507,0.0006,0.9994,Romania,Europe,Eastern Europe
366,951,2000,21984877,7500,67257,0,0,0,0,0,0,0,0,0,0,0,230000,37366,22289634,22327000,0.9847,0.0003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.0017,0.9983,Romania,Europe,Eastern Europe
367,952,2005,21407729,8500,76128,0,0,0,0,0,0,0,0,0,0,0,260000,47643,21752357,21800000,0.982,0.0004,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0022,0.9978,Romania,Europe,Eastern Europe
368,953,2010,20899522,9500,85000,0,0,0,0,0,0,0,0,0,0,0,350000,89160,21344022,21433182,0.9751,0.0004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.0042,0.9958,Romania,Europe,Eastern Europe
369,963,1990,68566005,2854190,28541901,550000,0,0,0,0,15000,0,0,0,850,866667,171251405,8697982,272646018,281344000,0.2437,0.0101,0.1014,0.002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0031,0.6087,0.0309,0.9691,Russian Federation,Europe,Eastern Europe
370,964,1995,32225158,897498,14777400,552705,0,0,0,0,17418,0,0,0,893,1100000,93097620,5105308,142668692,147774000,0.2181,0.0061,0.1,0.0037,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0074,0.63,0.0345,0.9655,Russian Federation,Europe,Eastern Europe
371,965,2000,105985210,622175,20570760,1796711,0,0,0,0,0,0,0,0,0,0,17800000,159144,146774856,146934000,0.7213,0.0042,0.14,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,0.0011,0.9989,Russian Federation,Europe,Eastern Europe
372,966,2005,103229800,606000,20035960,1750000,0,0,0,0,0,0,0,0,0,0,17200000,292240,142821760,143114000,0.7213,0.0042,0.14,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1202,0.002,0.998,Russian Federation,Europe,Eastern Europe
373,967,2010,105697556,194000,16482000,0,0,0,0,0,0,0,0,0,0,0,20000000,26444,142373556,142400000,0.7423,0.0014,0.1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1404,0.0002,0.9998,Russian Federation,Europe,Eastern Europe
374,968,1995,647267,1622,3982,487,0,487,0,0,536,0,0,0,0,0,794845,34774,1449226,1484000,0.4362,0.0011,0.0027,0.0003,0.0,0.0003,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.5356,0.0234,0.9766,Estonia,Europe,Northern Europe
375,969,1995,647267,1622,3982,487,0,487,0,0,536,0,0,0,0,0,794845,34774,1449226,1484000,0.4362,0.0011,0.0027,0.0003,0.0,0.0003,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.5356,0.0234,0.9766,Estonia,Europe,Northern Europe
376,970,2000,401015,3200,1726,774,0,190,0,0,53,36,0,0,0,1342,760000,227664,1168336,1396000,0.2873,0.0023,0.0012,0.0006,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.5444,0.1631,0.8369,Estonia,Europe,Northern Europe
377,971,2000,401015,3200,1726,774,0,190,0,0,53,36,0,0,0,1342,760000,227664,1168336,1396000,0.2873,0.0023,0.0012,0.0006,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.5444,0.1631,0.8369,Estonia,Europe,Northern Europe
378,972,2005,390579,2450,1863,1087,0,275,9,0,56,106,0,0,36,3122,842500,103917,1242083,1346000,0.2902,0.0018,0.0014,0.0008,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0023,0.6259,0.0772,0.9228,Estonia,Europe,Northern Europe
379,973,2005,390579,2450,1863,1087,0,275,9,0,56,106,0,0,36,3122,842500,103917,1242083,1346000,0.2902,0.0018,0.0014,0.0008,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0023,0.6259,0.0772,0.9228,Estonia,Europe,Northern Europe
380,974,2010,380141,1700,2000,1401,0,361,19,0,59,176,0,0,73,4902,925000,24142,1315832,1339974,0.2837,0.0013,0.0015,0.001,0.0,0.0003,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0037,0.6903,0.018,0.982,Estonia,Europe,Northern Europe
381,975,2010,380141,1700,2000,1401,0,361,19,0,59,176,0,0,73,4902,925000,24142,1315832,1339974,0.2837,0.0013,0.0015,0.001,0.0,0.0003,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0037,0.6903,0.018,0.982,Estonia,Europe,Northern Europe
382,976,1995,1359175,10389,6108,121,0,723,0,0,0,0,0,0,0,292,1132200,6992,2509008,2516000,0.5402,0.0041,0.0024,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.45,0.0028,0.9972,Latvia,Europe,Northern Europe
383,977,1995,1359175,10389,6108,121,0,723,0,0,0,0,0,0,0,292,1132200,6992,2509008,2516000,0.5402,0.0041,0.0024,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.45,0.0028,0.9972,Latvia,Europe,Northern Europe
384,978,2000,1285590,6005,300,100,0,500,0,0,0,0,0,0,0,0,1050000,14505,2342495,2357000,0.5454,0.0025,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4455,0.0062,0.9938,Latvia,Europe,Northern Europe
385,979,2000,1285590,6005,300,100,0,500,0,0,0,0,0,0,0,0,1050000,14505,2342495,2357000,0.5454,0.0025,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4455,0.0062,0.9938,Latvia,Europe,Northern Europe
386,980,2005,1324373,6100,380,87,0,127,0,0,0,0,0,0,0,0,950000,19933,2281067,2301000,0.5756,0.0027,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129,0.0087,0.9913,Latvia,Europe,Northern Europe
387,981,2005,1324373,6100,380,87,0,127,0,0,0,0,0,0,0,0,950000,19933,2281067,2301000,0.5756,0.0027,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129,0.0087,0.9913,Latvia,Europe,Northern Europe
388,982,2010,1772369,6000,320,167,0,205,0,0,45,0,0,0,0,0,450000,13712,2229106,2242818,0.7902,0.0027,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2006,0.0061,0.9939,Latvia,Europe,Northern Europe
389,983,2010,1772369,6000,320,167,0,205,0,0,45,0,0,0,0,0,450000,13712,2229106,2242818,0.7902,0.0027,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2006,0.0061,0.9939,Latvia,Europe,Northern Europe
390,984,1995,3172884,5681,7614,788,0,631,0,0,298,0,0,0,0,144,520100,6860,3708140,3715000,0.8541,0.0015,0.002,0.0002,0.0,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.14,0.0018,0.9982,Lithuania,Europe,Northern Europe
391,985,1995,3172884,5681,7614,788,0,631,0,0,298,0,0,0,0,144,520100,6860,3708140,3715000,0.8541,0.0015,0.002,0.0002,0.0,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.14,0.0018,0.9982,Lithuania,Europe,Northern Europe
392,986,2000,3115606,5500,3012,429,0,279,0,0,0,0,0,0,0,1337,475000,68837,3601163,3670000,0.8489,0.0015,0.0008,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.1294,0.0188,0.9812,Lithuania,Europe,Northern Europe
393,987,2000,3115606,5500,3012,429,0,279,0,0,0,0,0,0,0,1337,475000,68837,3601163,3670000,0.8489,0.0015,0.0008,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.1294,0.0188,0.9812,Lithuania,Europe,Northern Europe
394,988,2005,2935356,5750,2869,214,0,139,0,0,0,0,0,0,0,668,450000,19004,3394996,3414000,0.8598,0.0017,0.0008,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.1318,0.0056,0.9944,Lithuania,Europe,Northern Europe
395,989,2005,2935356,5750,2869,214,0,139,0,0,0,0,0,0,0,668,450000,19004,3394996,3414000,0.8598,0.0017,0.0008,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.1318,0.0056,0.9944,Lithuania,Europe,Northern Europe
396,990,2010,2755107,6000,2727,0,0,0,0,0,0,0,0,0,0,0,505000,52198,3268834,3321032,0.8296,0.0018,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1521,0.0157,0.9843,Lithuania,Europe,Northern Europe
397,991,2010,2755107,6000,2727,0,0,0,0,0,0,0,0,0,0,0,505000,52198,3268834,3321032,0.8296,0.0018,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1521,0.0157,0.9843,Lithuania,Europe,Northern Europe
398,992,1995,39860991,242562,995335,19335,0,4969,8281,0,264,0,0,0,634,7453,10135400,1776,51275224,51277000,0.7774,0.0047,0.0194,0.0004,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1977,0.0,1.0,Ukraine,Europe,Eastern Europe
399,993,2000,41626200,151368,353192,50456,0,0,0,0,0,0,0,0,0,50456,8200000,24328,50431672,50456000,0.825,0.003,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.1625,0.0005,0.9995,Ukraine,Europe,Eastern Europe
400,994,2005,39703750,143162,393000,0,0,0,0,0,0,0,0,0,0,0,7500000,81088,47739912,47821000,0.8303,0.003,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568,0.0017,0.9983,Ukraine,Europe,Eastern Europe
401,995,2010,39196664,67000,456000,46005,0,0,0,0,0,0,0,0,0,0,6200000,39807,45965669,46005476,0.852,0.0015,0.0099,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.0009,0.9991,Ukraine,Europe,Eastern Europe
402,996,1995,7159892,29500,15000,1329,0,0,0,0,103,0,0,0,0,0,2950000,125176,10155824,10281000,0.6964,0.0029,0.0015,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869,0.0122,0.9878,Belarus,Europe,Eastern Europe
403,997,2000,5989515,27350,16000,664,0,0,0,0,51,0,0,0,0,0,4200000,2420,10233580,10236000,0.5851,0.0027,0.0016,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4103,0.0002,0.9998,Belarus,Europe,Eastern Europe
404,998,2005,4892500,25200,17000,0,0,0,0,0,0,0,0,0,0,0,4822500,17800,9757200,9775000,0.5005,0.0026,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4934,0.0018,0.9982,Belarus,Europe,Eastern Europe
405,999,2010,5394257,12000,19000,0,0,0,0,0,0,0,0,0,0,0,3900595,164648,9325852,9490500,0.5684,0.0013,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411,0.0173,0.9827,Belarus,Europe,Eastern Europe
406,1000,1995,3288527,706,8316,210,0,0,0,0,1504,0,0,0,0,0,459000,737,3758263,3759000,0.8748,0.0002,0.0022,0.0001,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.1221,0.0002,0.9998,Armenia,Asia,Western Asia
407,1001,2000,3416610,821,750,0,0,0,0,0,0,0,0,0,38332,0,60000,3487,3516513,3520000,0.9706,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.017,0.001,0.999,Armenia,Asia,Western Asia
408,1002,2005,3054651,599,850,0,0,0,0,0,199,0,0,0,39962,0,110000,11739,3206261,3218000,0.9492,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0124,0.0,0.0342,0.0036,0.9964,Armenia,Asia,Western Asia
409,1003,2010,3086654,565,1000,0,0,0,0,0,0,0,0,0,42195,0,112300,3067,3242714,3245781,0.951,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0346,0.0009,0.9991,Armenia,Asia,Western Asia
410,1004,1995,4581948,19753,595870,0,0,0,0,0,1684,0,0,0,0,0,216680,1065,5415935,5417000,0.8458,0.0036,0.11,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.04,0.0002,0.9998,Georgia,Asia,Western Asia
411,1005,2000,4406616,13750,458374,0,0,0,0,0,0,0,0,0,0,0,75800,13460,4954540,4968000,0.887,0.0028,0.0923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0027,0.9973,Georgia,Asia,Western Asia
412,1006,2005,3851060,12875,434000,0,0,0,0,0,0,0,0,0,0,11130,175000,15935,4484065,4500000,0.8558,0.0029,0.0964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0389,0.0035,0.9965,Georgia,Asia,Western Asia
413,1007,2010,3553010,12000,440787,0,0,0,0,0,0,0,0,0,0,22261,390000,34336,4418058,4452394,0.798,0.0027,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0876,0.0077,0.9923,Georgia,Asia,Western Asia
414,1008,1995,291437,22951,6738299,0,0,0,0,0,1261,0,0,0,0,0,430898,2154,7484846,7487000,0.0389,0.0031,0.9,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0576,0.0003,0.9997,Azerbaijan,Asia,Western Asia
415,1009,2000,236459,12500,6960600,0,0,0,0,0,0,0,0,0,0,0,455000,69441,7664559,7734000,0.0306,0.0016,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.009,0.991,Azerbaijan,Asia,Western Asia
416,1010,2005,228500,10000,8056320,0,0,0,0,0,0,0,0,0,0,0,75000,22180,8369820,8392000,0.0272,0.0012,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0026,0.9974,Azerbaijan,Asia,Western Asia
417,1011,2010,218200,8000,8595234,0,0,0,0,0,0,0,0,0,0,0,175000,51181,8996434,9047615,0.0241,0.0009,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193,0.0057,0.9943,Azerbaijan,Asia,Western Asia
418,1021,1990,4437525,1250,7800,2000,0,0,0,0,2037,0,0,0,1100,0,508572,25716,4960284,4986000,0.89,0.0003,0.0016,0.0004,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0002,0.0,0.102,0.0052,0.9948,Finland,Europe,Northern Europe
419,1022,1995,4444851,1241,12181,2677,0,0,0,0,1806,0,0,0,1176,0,618068,26000,5082000,5108000,0.8702,0.0002,0.0024,0.0005,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0002,0.0,0.121,0.0051,0.9949,Finland,Europe,Northern Europe
420,1023,2000,4468908,1232,16563,3354,0,0,0,0,1574,0,0,0,1253,0,667704,15412,5160588,5176000,0.8634,0.0002,0.0032,0.0006,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0002,0.0,0.129,0.003,0.997,Finland,Europe,Northern Europe
421,1024,2005,4422378,1249,23712,4879,0,0,0,0,1642,0,0,0,3903,0,771162,17075,5228925,5246000,0.843,0.0002,0.0045,0.0009,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0007,0.0,0.147,0.0033,0.9967,Finland,Europe,Northern Europe
422,1025,2010,4258941,1277,24245,4988,0,0,0,0,1674,0,0,0,3991,0,890650,178142,5185766,5363908,0.794,0.0002,0.0045,0.0009,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0007,0.0,0.166,0.0332,0.9668,Finland,Europe,Northern Europe
423,1035,1990,7833833,15500,137000,24573,0,0,0,0,4300,0,0,0,0,0,513540,30254,8528746,8559000,0.9153,0.0018,0.016,0.0029,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.06,0.0035,0.9965,Sweden,Europe,Northern Europe
424,1036,1995,7933826,15813,205268,30641,0,0,0,0,5206,0,0,0,0,0,618170,22076,8808924,8831000,0.8984,0.0018,0.0232,0.0035,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.07,0.0025,0.9975,Sweden,Europe,Northern Europe
425,1037,2000,7734793,20031,350550,3505,0,3505,0,0,0,0,0,0,0,0,792990,4626,8905374,8910000,0.8681,0.0022,0.0393,0.0004,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0005,0.9995,Sweden,Europe,Northern Europe
426,1038,2005,7630100,19250,350000,15000,500,8500,1000,0,0,0,0,0,0,0,993300,12350,9017650,9030000,0.845,0.0021,0.0388,0.0017,0.0001,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0014,0.9986,Sweden,Europe,Northern Europe
