index,Year,Christianity - Protestants (Population),Christianity - Roman Catholics (Population),Christianity - Eastern Orthodox (Population),Christianity - Anglican (Population),Christianity - Others (Population),Christianity - Total (Population),Judaism - Orthodox (Population),Judaism - Conservatives (Population),Judaism - Reform (Population),Judaism - Others (Population),Judaism - Total (Population),Islam - Sunni (Population),Islam - Shi'a (Population),Islam - Ibadhi (Population),Islam - Nation of Islam (Population),Islam - Alawite (Population),Islam - Ahmadiyya (Population),Islam - Others (Population),Islam - Total (Population),Buddhism - Mahayana (Population),Buddhism - Theravada (Population),Buddhism - Others (Population),Buddhism - Total (Population),Zoroastrian - Total (Population),Hindu - Total (Population),Sike - Total (Population),Shinto - Total (Population),Baha'i - Total (Population),Taoism - Total (Population),Confucianism - Total (Population),Jain - Total (Population),Syncretic Religions - Total (Population),Animist - Total (Population),Non Religious - Total (Population),Other Religions - Total (Population),Total Religious - Total (Population),Population - Total (Population),Christianity - Protestants (Percent),Christianity - Roman Catholics (Percent),Christianity - Eastern Orthodox (Percent),Christianity - Anglican (Percent),Christianity - Others (Percent),Christianity - Total (Percent),Judaism - Orthodox (Percent),Judaism - Conservatives (Percent),Judaism - Reform (Percent),Judaism - Others (Percent),Judaism - Total (Percent),Islam - Sunni (Percent),Islam - Shi'a (Percent),Islam - Ibadhi (Percent),Islam - Nation of Islam (Percent),Islam - Alawite (Percent),Islam - Ahmadiyya (Percent),Islam - Others (Percent),Islam - Total (Percent),Buddhism - Mahayana (Percent),Buddhism - Theravada (Percent),Buddhism - Others (Percent),Buddhism - Total (Percent),Zoroastrian - Total (Percent),Hindu - Total (Percent),Sike - Total (Percent),Shinto - Total (Percent),Baha'i - Total (Percent),Taoism - Total (Percent),Confucianism - Total (Percent),Jain - Total (Percent),Syncretic Religions - Total (Percent),Animist - Total (Percent),Non Religious - Total (Percent),Other Religions - Total (Percent),Total Religious - Total (Percent),StateNme
2074,2010,3200000,805000,0,60000,500000,4565000,0,0,0.0,25,25,2450000,0,0,0,0,0,0.0,2450000,0,43983776,0,43983776,853,58808,1593,0,90271,0,3070,107263,119276,7056956,286983,84093,58723875,58807968,0.0544,0.0137,0.0,0.001,0.0085,0.0776,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0,0.0,0.0,0.0,0.0417,0.0,,0.0,0.7479,0.0,0.001,0.0,0.0,0.0015,0.0,0.0001,0.0018,0.002,0.12,0.0049,0.0014,0.9986,Myanmar
2075,1950,51212,522104,0,41922,7548,622786,0,0,0.0,0,0,0,0,0,0,0,0,549745.0,549745,0,0,4896154,4896154,929,1583861,13053,0,746,0,0,0,0,929,9756,41,7677959,7678000,0.0067,0.068,0.0,0.0055,0.001,0.0811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0716,0.0716,0.0,0.0,0.6377,0.6377,0.0001,0.2063,0.0017,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0013,0.0,1.0,Sri Lanka
2076,1955,54649,580300,0,42956,68195,746100,0,0,0.0,0,0,0,0,0,0,0,0,580300.0,580300,0,0,5669950,5669950,1144,1658000,16017,0,2231,0,0,0,125,946,21272,26915,8696085,8723000,0.0063,0.0665,0.0,0.0049,0.0078,0.0855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0665,0.0665,0.0,0.0,0.65,0.65,0.0001,0.1901,0.0018,0.0,0.0003,0.0,0.0,0.0,0.0,0.0001,0.0024,0.0031,0.9969,Sri Lanka
2077,1960,58085,680890,0,43991,101034,884000,0,0,0.0,0,0,0,0,0,0,0,0,724000.0,724000,0,0,6427850,6427850,1360,1780020,18980,0,3715,0,0,0,249,963,32789,15074,9873926,9889000,0.0059,0.0689,0.0,0.0044,0.0102,0.0894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0732,0.0732,0.0,0.0,0.65,0.65,0.0001,0.18,0.0019,0.0,0.0004,0.0,0.0,0.0,0.0,0.0001,0.0033,0.0015,0.9985,Sri Lanka
2078,1965,61522,781480,0,45025,116733,1004760,0,0,0.0,0,0,0,0,0,0,0,0,818834.0,818834,0,0,7479780,7479780,1575,1786240,21944,0,5200,0,0,0,374,979,44305,9,11163991,11164000,0.0055,0.07,0.0,0.004,0.0105,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0733,0.0733,0.0,0.0,0.67,0.67,0.0001,0.16,0.002,0.0,0.0005,0.0,0.0,0.0,0.0,0.0001,0.004,0.0,1.0,Sri Lanka
2079,1970,64958,951216,0,46059,21958,1084191,0,0,0.0,0,0,0,0,0,0,0,0,913668.0,913668,0,0,8433620,8433620,1790,1993787,24907,0,6684,0,0,0,498,996,55821,38,12515962,12516000,0.0052,0.076,0.0,0.0037,0.0018,0.0866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.073,0.073,0.0,0.0,0.6738,0.6738,0.0001,0.1593,0.002,0.0,0.0005,0.0,0.0,0.0,0.0,0.0001,0.0045,0.0,1.0,Sri Lanka
2080,1975,70379,1041508,0,50529,0,1162416,0,0,0.0,0,0,0,0,0,0,0,0,1013584.0,1013584,0,0,9392060,9392060,1895,1754480,27953,30,8192,0,0,0,499,548,105410,28933,13467067,13496000,0.0052,0.0772,0.0,0.0037,0.0,0.0861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0751,0.0751,0.0,0.0,0.6959,0.6959,0.0001,0.13,0.0021,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0078,0.0021,0.9979,Sri Lanka
2081,1980,75800,1131800,0,55000,0,1262600,0,0,0.0,0,0,0,0,0,0,0,1300,1112200.0,1113500,0,0,10050200,10050200,2000,1917110,31000,60,9700,0,0,0,500,100,155000,205230,14541770,14747000,0.0051,0.0767,0.0,0.0037,0.0,0.0856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0001,0.0754,0.0755,0.0,0.0,0.6815,0.6815,0.0001,0.13,0.0021,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0105,0.0139,0.9861,Sri Lanka
2082,1985,83900,1151200,0,53000,0,1288100,0,0,0.0,0,0,0,0,0,0,0,0,1224000.0,1224000,0,0,11160000,11160000,2000,1901040,36750,90,11350,0,0,0,600,130,217500,440,15841560,15842000,0.0053,0.0727,0.0,0.0033,0.0,0.0813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0773,0.0773,0.0,0.0,0.7045,0.7045,0.0001,0.12,0.0023,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,1.0,Sri Lanka
2083,1990,92000,1170600,0,51000,0,1313600,0,0,0.0,0,0,0,0,0,0,0,0,1500000.0,1500000,0,0,11650720,11650720,2000,2209090,42500,120,13000,0,0,0,700,160,250000,11110,16981890,16993000,0.0054,0.0689,0.0,0.003,0.0,0.0773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0883,0.0883,0.0,0.0,0.6856,0.6856,0.0001,0.13,0.0025,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0147,0.0007,0.9993,Sri Lanka
2084,1995,132792,1237655,0,52611,25901,1448959,0,0,0.0,0,0,0,0,0,0,0,0,1448960.0,1448960,0,0,12447280,12447280,2129,2535680,23132,135,13513,0,0,0,726,547,190503,436,18111564,18112000,0.0073,0.0683,0.0,0.0029,0.0014,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.08,0.08,0.0,0.0,0.6872,0.6872,0.0001,0.14,0.0013,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,1.0,Sri Lanka
2085,2000,102000,1035740,0,37000,13178,1187918,0,0,0.0,0,0,1335667,117492,0,0,0,0,0.0,1453159,2500000,10485000,0,12985000,0,1312980,0,0,10000,0,0,0,0,0,60000,90943,17009057,17100000,0.006,0.0606,0.0,0.0022,0.0008,0.0695,0.0,0.0,0.0,0.0,0.0,0.0781,0.0069,0.0,0,0.0,0.0,0.0,0.085,0.1462,,0.0,0.7594,0.0,0.0768,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0035,0.0053,0.9947,Sri Lanka
2086,2005,110140,1416096,0,31468,15734,1573438,0,0,0.0,0,0,1265444,111315,0,0,0,0,0.0,1376759,2706779,10830820,0,13537599,2000,2950200,3200,155,14000,0,0,0,0,0,85000,125649,19542351,19668000,0.0056,0.072,0.0,0.0016,0.0008,0.08,0.0,0.0,0.0,0.0,0.0,0.0643,0.0057,0.0,0,0.0,0.0,0.0,0.07,0.1376,,0.0,0.6883,0.0001,0.15,0.0002,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0043,0.0064,0.9936,Sri Lanka
2087,2010,220966,1242473,0,22096,10043,1495578,0,0,0.0,0,0,1816110,159755,0,0,0,0,0.0,1975865,2875906,11591582,0,14467488,0,2565831,0,0,0,0,0,0,0,0,9481,75835,20514243,20590078,0.0107,0.0603,0.0,0.0011,0.0005,0.0726,0.0,0.0,0.0,0.0,0.0,0.0882,0.0078,0.0,0,0.0,0.0,0.0,0.096,0.1397,,0.0,0.7026,0.0,0.1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0037,0.9963,Sri Lanka
2088,1965,148,115,0,0,0,263,0,0,0.0,0,0,0,0,0,0,0,0,108000.0,108000,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,718,108282,109000,0.0014,0.0011,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9908,0.9908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.9934,Maldives
2089,1970,94,125,0,0,10,229,0,0,0.0,0,0,0,0,0,0,0,0,111000.0,111000,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9750,111250,121000,0.0008,0.001,0.0,0.0,0.0001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9174,0.9174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0806,0.9194,Maldives
2090,1975,59,135,0,0,5,199,0,0,0.0,0,0,0,0,0,0,0,0,128690.0,128690,0,0,1310,1310,0,6,0,0,23,0,0,0,0,0,2,770,130230,131000,0.0005,0.001,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9824,0.9824,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.9941,Maldives
2091,1980,25,145,0,0,0,170,0,0,0.0,0,0,0,0,0,0,0,0,155420.0,155420,0,0,1580,1580,0,20,0,0,25,0,0,0,0,0,6,779,157221,158000,0.0002,0.0009,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9837,0.9837,0.0,0.0,0.01,0.01,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.9951,Maldives
2092,1985,102,117,0,0,45,264,0,0,0.0,0,0,0,0,0,0,0,0,172000.0,172000,0,0,1840,1840,0,62,0,0,37,0,0,0,0,0,20,9777,174223,184000,0.0006,0.0006,0.0,0.0,0.0002,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9348,0.9348,0.0,0.0,0.01,0.01,0.0,0.0003,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0001,0.0531,0.9469,Maldives
2093,1990,180,90,0,0,90,360,0,0,0.0,0,0,0,0,0,0,0,0,214230.0,214230,0,0,1100,1100,0,190,0,0,50,0,0,0,0,0,60,10,215990,216000,0.0008,0.0004,0.0,0.0,0.0004,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9918,0.9918,0.0,0.0,0.0051,0.0051,0.0,0.0009,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,1.0,Maldives
2094,1995,310,489,0,0,84,883,0,0,0.0,0,0,0,0,0,0,0,0,241460.0,241460,0,0,1474,1474,0,574,0,0,79,0,0,0,0,0,178,9352,244648,254000,0.0012,0.0019,0.0,0.0,0.0003,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9506,0.9506,0.0,0.0,0.0058,0.0058,0.0,0.0023,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0007,0.0368,0.9632,Maldives
2095,2000,500,800,0,0,0,1300,0,0,0.0,0,0,263120,17160,0,0,0,0,0.0,280280,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,3220,282780,286000,0.0017,0.0028,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.92,0.06,0.0,0,0.0,0.0,0.0,0.98,0.0,0.0,0.0042,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.9887,Maldives
2096,2005,513,822,0,0,0,1335,0,0,0.0,0,0,270480,17640,0,0,0,0,0.0,288120,0,0,1233,1233,0,0,0,0,0,0,0,0,0,0,0,3312,290688,294000,0.0017,0.0028,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.92,0.06,0.0,0,0.0,0.0,0.0,0.98,0.0,0.0,0.0042,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.9887,Maldives
2097,2010,554,887,0,0,0,1441,0,0,0.0,0,0,292012,19044,0,0,0,0,0.0,311056,0,0,1331,1331,0,0,0,0,0,0,0,0,0,0,0,3577,313828,317405,0.0017,0.0028,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.92,0.06,0.0,0,0.0,0.0,0.0,0.98,0.0,0.0,0.0042,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.9887,Maldives
2098,1945,3,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0,0,71100.0,71100,0,0,1064500,1064500,0,5181132,0,0,145,0,0,0,0,792522,332,266,7109734,7110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.1497,0.1497,0.0,0.7287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,1.0,Nepal
2099,1950,24,0,0,0,24,48,0,0,0.0,0,0,0,0,0,0,0,0,152523.0,152523,0,0,1146203,1146203,0,5700977,0,0,382,0,0,0,0,859653,1908,306,7861694,7862000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0194,0.0194,0.0,0.0,0.1458,0.1458,0.0,0.7251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1093,0.0002,0.0,1.0,Nepal
2100,1955,161,71,214,0,1346,1792,0,0,0.0,0,0,0,0,0,0,0,0,215761.0,215761,0,0,1082566,1082566,0,6225980,0,0,1000,0,595,0,0,932470,10943,5893,8471107,8477000,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0255,0.0255,0.0,0.0,0.1277,0.1277,0.0,0.7345,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.11,0.0013,0.0007,0.9993,Nepal
2101,1960,297,143,428,0,2668,3536,0,0,0.0,0,0,0,0,0,0,0,0,279000.0,279000,0,0,1018930,1018930,0,6854620,0,0,1618,0,1190,0,0,1072780,19978,11348,9251652,9263000,0.0,0.0,0.0,0.0,0.0003,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0301,0.0301,0.0,0.0,0.11,0.11,0.0,0.74,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.1158,0.0022,0.0012,0.9988,Nepal
2102,1965,434,214,641,0,3990,5279,0,0,0.0,0,0,0,0,0,0,0,0,296945.0,296945,0,0,1123210,1123210,0,7572905,0,0,2236,0,1784,0,0,1179343,29012,286,10210714,10211000,0.0,0.0,0.0001,0.0,0.0004,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0291,0.0291,0.0,0.0,0.11,0.11,0.0,0.7416,0.0,0.0,0.0002,0.0,0.0002,0.0,0.0,0.1155,0.0028,0.0,1.0,Nepal
2103,1970,570,285,855,0,5313,7023,0,0,0.0,0,0,0,0,0,0,0,0,314891.0,314891,0,0,1330576,1330576,0,8345190,0,0,2854,0,2379,0,0,1285906,38047,134,11326866,11327000,0.0001,0.0,0.0001,0.0,0.0005,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0278,0.0278,0.0,0.0,0.1175,0.1175,0.0,0.7368,0.0,0.0,0.0003,0.0,0.0002,0.0,0.0,0.1135,0.0034,0.0,1.0,Nepal
2104,1975,770,342,991,0,4428,6531,0,0,0.0,0,0,0,0,0,0,0,0,359445.0,359445,0,0,1530200,1530200,0,9470900,1775,0,3427,0,2789,0,3700,1411850,41023,3360,12831640,12835000,0.0001,0.0,0.0001,0.0,0.0003,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.028,0.028,0.0,0.0,0.1192,0.1192,0.0,0.7379,0.0001,0.0,0.0003,0.0,0.0002,0.0,0.0003,0.11,0.0032,0.0003,0.9997,Nepal
2105,1980,970,400,1128,0,3542,6040,0,0,0.0,0,0,0,0,0,0,0,0,424000.0,424000,0,0,1756080,1756080,0,10529160,3550,0,4000,0,3200,0,7400,1609740,44000,246830,14387170,14634000,0.0001,0.0,0.0001,0.0,0.0002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.029,0.029,0.0,0.0,0.12,0.12,0.0,0.7195,0.0002,0.0,0.0003,0.0,0.0002,0.0,0.0005,0.11,0.003,0.0169,0.9831,Nepal
2106,1985,4485,2000,1264,0,257271,265020,0,0,0.0,0,0,0,0,0,0,0,0,567000.0,567000,0,0,1958880,1958880,0,11753280,5325,0,4500,0,3600,0,11100,1632400,52000,70895,16253105,16324000,0.0003,0.0001,0.0001,0.0,0.0158,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0347,0.0347,0.0,0.0,0.12,0.12,0.0,0.72,0.0003,0.0,0.0003,0.0,0.0002,0.0,0.0007,0.1,0.0032,0.0043,0.9957,Nepal
2107,1990,8000,3600,1400,0,511000,524000,0,0,0.0,0,0,0,0,0,0,0,0,710000.0,710000,0,0,1992210,1992210,0,13039920,7100,0,5000,0,4000,0,14800,1750000,60000,3970,18107030,18111000,0.0004,0.0002,0.0001,0.0,0.0282,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0392,0.0392,0.0,0.0,0.11,0.11,0.0,0.72,0.0004,0.0,0.0003,0.0,0.0002,0.0,0.0008,0.0966,0.0033,0.0002,0.9998,Nepal
2108,1995,60594,4839,1992,0,475372,542797,0,0,0.0,0,0,0,0,0,0,0,0,643680.0,643680,0,0,2574720,2574720,0,14833760,7737,0,4247,0,5003,0,15751,2446185,68025,314095,21141905,21456000,0.0028,0.0002,0.0001,0.0,0.0222,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.03,0.03,0.0,0.0,0.12,0.12,0.0,0.6914,0.0004,0.0,0.0002,0.0,0.0002,0.0,0.0007,0.114,0.0032,0.0146,0.9854,Nepal
2109,2000,44653,3565,1467,0,350312,399997,0,0,0.0,0,0,0,0,0,0,0,0,1005060.0,1005060,0,0,2584440,2584440,0,18952560,0,0,0,0,0,0,0,861480,76050,50413,23879587,23930000,0.0019,0.0001,0.0001,0.0,0.0146,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.042,0.042,0.0,0.0,0.108,0.108,0.0,0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0032,0.0021,0.9979,Nepal
2110,2005,43297,3457,1423,0,339671,387848,0,0,0.0,0,0,0,0,0,0,0,0,1083715.0,1083715,0,0,2490269,2490269,0,20350000,304,0,641,0,1607,0,0,901818,63025,63773,25279227,25343000,0.0017,0.0001,0.0001,0.0,0.0134,0.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0428,0.0428,0.0,0.0,0.0983,0.0983,0.0,0.803,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0356,0.0025,0.0025,0.9975,Nepal
2111,2010,41940,3349,1378,0,329030,375697,0,0,0.0,0,0,0,0,0,0,0,0,1162370.0,1162370,0,0,2396099,2396099,0,21551492,609,0,1283,0,3214,0,0,942157,50000,11583,26482921,26494504,0.0016,0.0001,0.0001,0.0,0.0124,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0439,0.0439,0.0,0.0,0.0904,0.0904,0.0,0.8134,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0356,0.0019,0.0004,0.9996,Nepal
2112,1945,16025,50032,0,316,12183,78556,0,0,0.0,0,0,0,0,0,0,0,0,345680.0,345680,0,0,15302760,15302760,0,30874,4837,0,0,0,0,0,708744,794941,1042,16566,17267434,17284000,0.0009,0.0029,0.0,0.0,0.0007,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.02,0.02,0.0,0.0,0.8854,0.8854,0.0,0.0018,0.0003,0.0,0.0,0.0,0.0,0.0,0.041,0.046,0.0001,0.001,0.999,Thailand
2113,1950,19066,90517,0,381,4286,114250,0,0,0.0,0,0,0,0,0,0,0,0,477130.0,477130,0,0,17807850,17807850,0,30434,5714,0,0,0,0,0,618503,571379,5724,4016,19630984,19635000,0.001,0.0046,0.0,0.0,0.0002,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0243,0.0243,0.0,0.0,0.9069,0.9069,0.0,0.0015,0.0003,0.0,0.0,0.0,0.0,0.0,0.0315,0.0291,0.0003,0.0002,0.9998,Thailand
2114,1955,22683,163761,0,459,0,186903,0,0,0.0,17,17,0,0,0,0,0,0,703350.0,703350,0,18656000,2185040,20841040,0,30000,6750,0,1582,0,0,0,539751,410689,31416,10502,22751498,22762000,0.001,0.0072,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0309,0.0309,0.0,,0.096,0.9156,0.0,0.0013,0.0003,0.0,0.0001,0.0,0.0,0.0,0.0237,0.018,0.0014,0.0005,0.9995,Thailand
2115,1960,26300,237006,0,536,0,263842,0,0,0.0,35,35,0,0,0,0,0,0,1025000.0,1025000,0,0,24503000,24503000,0,49522,7785,0,3164,0,0,0,461000,250000,57108,13544,26620456,26634000,0.001,0.0089,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0385,0.0385,0.0,0.0,0.92,0.92,0.0,0.0019,0.0003,0.0,0.0001,0.0,0.0,0.0,0.0173,0.0094,0.0021,0.0005,0.9995,Thailand
2116,1965,29916,310250,0,614,0,340780,0,0,0.0,52,52,0,0,0,0,0,0,1198074.0,1198074,0,0,28102750,28102750,0,39761,8821,0,4746,0,0,0,594200,592354,82800,60662,30964338,31025000,0.001,0.01,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0386,0.0386,0.0,0.0,0.9058,0.9058,0.0,0.0013,0.0003,0.0,0.0002,0.0,0.0,0.0,0.0192,0.0191,0.0027,0.002,0.998,Thailand
2117,1970,33533,151663,0,691,50408,236295,0,0,0.0,69,69,0,0,0,0,0,0,1371149.0,1371149,0,0,32912056,32912056,0,59283,9856,0,6328,0,0,0,727400,934709,108492,4363,36365637,36370000,0.0009,0.0042,0.0,0.0,0.0014,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0377,0.0377,0.0,0.0,0.9049,0.9049,0.0,0.0016,0.0003,0.0,0.0002,0.0,0.0,0.0,0.02,0.0257,0.003,0.0001,0.9999,Thailand
2118,1975,92966,187331,146,845,216258,497546,0,0,0.0,69,69,0,0,0,0,0,0,1650574.0,1650574,0,0,38050790,38050790,0,71141,11428,80,8164,0,0,49625,759700,612354,153246,4283,41864717,41869000,0.0022,0.0045,0.0,0.0,0.0052,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0394,0.0394,0.0,0.0,0.9088,0.9088,0.0,0.0017,0.0003,0.0,0.0002,0.0,0.0,0.0012,0.0181,0.0146,0.0037,0.0001,0.9999,Thailand
2119,1980,152400,223000,293,1000,382107,758800,0,0,0.0,70,70,0,0,0,0,0,0,1930000.0,1930000,0,0,42513380,42513380,0,83000,13000,160,10000,0,0,99250,792000,290000,198000,30340,46687660,46718000,0.0033,0.0048,0.0,0.0,0.0082,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0413,0.0413,0.0,0.0,0.91,0.91,0.0,0.0018,0.0003,0.0,0.0002,0.0,0.0,0.0021,0.017,0.0062,0.0042,0.0006,0.9994,Thailand
2120,1985,207075,231500,439,740,768646,1208400,0,0,0.0,75,75,0,0,0,0,0,0,2063200.0,2063200,0,0,45906200,45906200,0,131500,15000,240,70000,0,0,148875,666000,735000,599000,36510,51543490,51580000,0.004,0.0045,0.0,0.0,0.0149,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04,0.04,0.0,0.0,0.89,0.89,0.0,0.0025,0.0003,0.0,0.0014,0.0,0.0,0.0029,0.0129,0.0142,0.0116,0.0007,0.9993,Thailand
2121,1990,261750,240000,585,480,1155185,1658000,0,0,0.0,80,80,0,0,0,0,0,0,2233560.0,2233560,0,0,48579930,48579930,0,180000,17000,320,130000,0,0,198500,540000,1180000,1000000,121610,55717390,55839000,0.0047,0.0043,0.0,0.0,0.0207,0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04,0.04,0.0,0.0,0.87,0.87,0.0,0.0032,0.0003,0.0,0.0023,0.0,0.0,0.0036,0.0097,0.0211,0.0179,0.0022,0.9978,Thailand
2122,1995,280381,252929,732,9971,49996,594009,0,0,0.0,81,81,0,0,0,0,0,0,2376040.0,2376040,0,0,52866890,52866890,0,119901,33366,344,93919,0,0,210075,549672,1305298,1058946,192459,59208541,59401000,0.0047,0.0043,0.0,0.0002,0.0008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04,0.04,0.0,0.0,0.89,0.89,0.0,0.002,0.0006,0.0,0.0016,0.0,0.0,0.0035,0.0093,0.022,0.0178,0.0032,0.9968,Thailand
