index,Year,Christianity - Protestants (Population),Christianity - Roman Catholics (Population),Christianity - Eastern Orthodox (Population),Christianity - Anglican (Population),Christianity - Others (Population),Christianity - Total (Population),Judaism - Orthodox (Population),Judaism - Conservatives (Population),Judaism - Reform (Population),Judaism - Others (Population),Judaism - Total (Population),Islam - Sunni (Population),Islam - Shi'a (Population),Islam - Ibadhi (Population),Islam - Nation of Islam (Population),Islam - Alawite (Population),Islam - Ahmadiyya (Population),Islam - Others (Population),Islam - Total (Population),Buddhism - Mahayana (Population),Buddhism - Theravada (Population),Buddhism - Others (Population),Buddhism - Total (Population),Zoroastrian - Total (Population),Hindu - Total (Population),Sike - Total (Population),Shinto - Total (Population),Baha'i - Total (Population),Taoism - Total (Population),Confucianism - Total (Population),Jain - Total (Population),Syncretic Religions - Total (Population),Animist - Total (Population),Non Religious - Total (Population),Other Religions - Total (Population),Total Religious - Total (Population),Population - Total (Population),Christianity - Protestants (Percent),Christianity - Roman Catholics (Percent),Christianity - Eastern Orthodox (Percent),Christianity - Anglican (Percent),Christianity - Others (Percent),Christianity - Total (Percent),Judaism - Orthodox (Percent),Judaism - Conservatives (Percent),Judaism - Reform (Percent),Judaism - Others (Percent),Judaism - Total (Percent),Islam - Sunni (Percent),Islam - Shi'a (Percent),Islam - Ibadhi (Percent),Islam - Nation of Islam (Percent),Islam - Alawite (Percent),Islam - Ahmadiyya (Percent),Islam - Others (Percent),Islam - Total (Percent),Buddhism - Mahayana (Percent),Buddhism - Theravada (Percent),Buddhism - Others (Percent),Buddhism - Total (Percent),Zoroastrian - Total (Percent),Hindu - Total (Percent),Sike - Total (Percent),Shinto - Total (Percent),Baha'i - Total (Percent),Taoism - Total (Percent),Confucianism - Total (Percent),Jain - Total (Percent),Syncretic Religions - Total (Percent),Animist - Total (Percent),Non Religious - Total (Percent),Other Religions - Total (Percent),Total Religious - Total (Percent),StateNme
48,1975,260000,6219229,2000,12000,11009,6504238,0,0,0.0,1800,1800,0,0,0,0,0,0,1000.0,1000,0,0,5000,5000,0,3000,0,0,0,4000,0,0,5982200,0,1935400,0,14436638,8546000,0.0304,0.7277,0.0002,0.0014,0.0013,0.7611,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0006,0.0006,0.0,0.0004,0.0,0.0,0.0,0.0005,0.0,0.0,0.7,0.0,0.2265,0.0,1.6893,Cuba
49,1975,260000,6219229,2000,12000,11009,6504238,0,0,0.0,1800,1800,0,0,0,0,0,0,1000.0,1000,0,0,5000,5000,0,3000,0,0,0,4000,0,0,5982200,0,1935400,0,14436638,8546000,0.0304,0.7277,0.0002,0.0014,0.0013,0.7611,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0006,0.0006,0.0,0.0004,0.0,0.0,0.0,0.0005,0.0,0.0,0.7,0.0,0.2265,0.0,1.6893,Cuba
50,1980,437580,6471000,0,13000,0,6921580,0,0,0.0,2200,2200,0,0,0,0,0,0,0.0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,6806800,252000,2435400,0,16423980,9724000,0.045,0.6655,0.0,0.0013,0.0,0.7118,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0259,0.2505,0.0,1.689,Cuba
51,1980,437580,6471000,0,13000,0,6921580,0,0,0.0,2200,2200,0,0,0,0,0,0,0.0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,6806800,252000,2435400,0,16423980,9724000,0.045,0.6655,0.0,0.0013,0.0,0.7118,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0259,0.2505,0.0,1.689,Cuba
52,1985,403920,7151000,0,0,0,7554920,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7068600,0,2502000,0,17125520,10098000,0.04,0.7082,0.0,0.0,0.0,0.7482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2478,0.0,1.6959,Cuba
53,1985,403920,7151000,0,0,0,7554920,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7068600,0,2502000,0,17125520,10098000,0.04,0.7082,0.0,0.0,0.0,0.7482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2478,0.0,1.6959,Cuba
54,1990,424960,7250000,1450,3800,0,7680210,0,0,0.0,1000,1000,0,0,0,0,0,0,8000.0,8000,0,0,6000,6000,0,21000,0,0,800,20000,0,0,6374400,0,2577060,0,16688470,10624000,0.04,0.6824,0.0001,0.0004,0.0,0.7229,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0006,0.0006,0.0,0.002,0.0,0.0,0.0001,0.0019,0.0,0.0,0.6,0.0,0.2426,0.0,1.5708,Cuba
55,1990,424960,7250000,1450,3800,0,7680210,0,0,0.0,1000,1000,0,0,0,0,0,0,8000.0,8000,0,0,6000,6000,0,21000,0,0,800,20000,0,0,6374400,0,2577060,0,16688470,10624000,0.04,0.6824,0.0001,0.0004,0.0,0.7229,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0006,0.0006,0.0,0.002,0.0,0.0,0.0001,0.0019,0.0,0.0,0.6,0.0,0.2426,0.0,1.5708,Cuba
56,1995,436160,8088000,0,0,0,8524160,0,0,0.0,1020,1020,0,0,0,0,0,0,8160.0,8160,0,0,6120,6120,0,21420,0,0,816,20400,0,0,6588000,0,2267812,0,17437908,10980000,0.0397,0.7366,0.0,0.0,0.0,0.7763,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0007,0.0007,0.0,0.0,0.0006,0.0006,0.0,0.002,0.0,0.0,0.0001,0.0019,0.0,0.0,0.6,0.0,0.2065,0.0,1.5882,Cuba
57,1995,436160,8088000,0,0,0,8524160,0,0,0.0,1020,1020,0,0,0,0,0,0,8160.0,8160,0,0,6120,6120,0,21420,0,0,816,20400,0,0,6588000,0,2267812,0,17437908,10980000,0.0397,0.7366,0.0,0.0,0.0,0.7763,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0007,0.0007,0.0,0.0,0.0006,0.0006,0.0,0.002,0.0,0.0,0.0001,0.0019,0.0,0.0,0.6,0.0,0.2065,0.0,1.5882,Cuba
58,2000,500000,7280650,0,0,320000,8100650,0,0,0.0,500,500,0,0,0,0,0,0,8500.0,8500,0,0,0,0,0,0,0,0,0,0,0,0,7840700,0,1680150,0,17630500,11201000,0.0446,0.65,0.0,0.0,0.0286,0.7232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.15,0.0,1.574,Cuba
59,2000,500000,7280650,0,0,320000,8100650,0,0,0.0,500,500,0,0,0,0,0,0,8500.0,8500,0,0,0,0,0,0,0,0,0,0,0,0,7840700,0,1680150,0,17630500,11201000,0.0446,0.65,0.0,0.0,0.0286,0.7232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.15,0.0,1.574,Cuba
60,2005,562150,6745800,40000,3500,168645,7520095,0,0,0.0,1200,1200,0,0,0,0,0,0,7200.0,7200,0,0,0,0,0,11000,0,0,0,21501,0,0,5621500,0,1478532,0,14661028,11243000,0.05,0.6,0.0036,0.0003,0.015,0.6689,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0019,0.0,0.0,0.5,0.0,0.1315,0.0,1.304,Cuba
61,2005,562150,6745800,40000,3500,168645,7520095,0,0,0.0,1200,1200,0,0,0,0,0,0,7200.0,7200,0,0,0,0,0,11000,0,0,0,21501,0,0,5621500,0,1478532,0,14661028,11243000,0.05,0.6,0.0036,0.0003,0.015,0.6689,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0019,0.0,0.0,0.5,0.0,0.1315,0.0,1.304,Cuba
62,2010,550000,6744696,0,0,112411,7407107,0,0,0.0,1500,1500,0,0,0,0,0,0,8000.0,8000,0,0,0,0,0,25000,0,0,0,0,0,0,5620580,0,1478290,0,14540477,11241161,0.0489,0.6,0.0,0.0,0.01,0.6589,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0007,0.0007,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1315,0.0,1.2935,Cuba
63,2010,550000,6744696,0,0,112411,7407107,0,0,0.0,1500,1500,0,0,0,0,0,0,8000.0,8000,0,0,0,0,0,25000,0,0,0,0,0,0,5620580,0,1478290,0,14540477,11241161,0.0489,0.6,0.0,0.0,0.01,0.6589,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0007,0.0007,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1315,0.0,1.2935,Cuba
64,1945,310000,2626500,0,0,0,2936500,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545000,0,0,0,4481500,3090000,0.1003,0.85,0.0,0.0,0.0,0.9503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4503,Haiti
65,1945,310000,2626500,0,0,0,2936500,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545000,0,0,0,4481500,3090000,0.1003,0.85,0.0,0.0,0.0,0.9503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4503,Haiti
66,1950,310000,2634000,0,0,0,2944000,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548500,0,0,0,4492500,3097000,0.1001,0.8505,0.0,0.0,0.0,0.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4506,Haiti
67,1950,310000,2634000,0,0,0,2944000,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548500,0,0,0,4492500,3097000,0.1001,0.8505,0.0,0.0,0.0,0.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4506,Haiti
68,1955,321500,2777000,0,0,0,3098500,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,0,0,0,4848500,3500000,0.0919,0.7934,0.0,0.0,0.0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3853,Haiti
69,1955,321500,2777000,0,0,0,3098500,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,0,0,0,4848500,3500000,0.0919,0.7934,0.0,0.0,0.0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3853,Haiti
70,1960,333000,2920000,0,0,0,3253000,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902000,0,0,0,5155000,3804000,0.0875,0.7676,0.0,0.0,0.0,0.8552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3552,Haiti
71,1960,333000,2920000,0,0,0,3253000,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902000,0,0,0,5155000,3804000,0.0875,0.7676,0.0,0.0,0.0,0.8552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3552,Haiti
72,1965,344911,3372970,0,25000,0,3742881,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071500,0,0,0,5814381,4143000,0.0833,0.8141,0.0,0.006,0.0,0.9034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4034,Haiti
73,1965,344911,3372970,0,25000,0,3742881,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071500,0,0,0,5814381,4143000,0.0833,0.8141,0.0,0.006,0.0,0.9034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4034,Haiti
74,1970,400073,3797400,0,38452,0,4235925,0,0,0.0,100,100,0,0,0,0,0,0,1500.0,1500,0,0,0,0,0,0,0,0,10700,0,0,0,2260000,0,183830,0,6692055,4520000,0.0885,0.8401,0.0,0.0085,0.0,0.9372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.5,0.0,0.0407,0.0,1.4805,Haiti
75,1970,400073,3797400,0,38452,0,4235925,0,0,0.0,100,100,0,0,0,0,0,0,1500.0,1500,0,0,0,0,0,0,0,0,10700,0,0,0,2260000,0,183830,0,6692055,4520000,0.0885,0.8401,0.0,0.0085,0.0,0.9372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.5,0.0,0.0407,0.0,1.4805,Haiti
76,1975,464056,4089750,0,0,0,4553806,0,0,0.0,100,100,0,0,0,0,0,0,1500.0,1500,0,0,0,0,0,0,0,0,0,0,0,0,2460000,0,183830,0,7199236,4920000,0.0943,0.8313,0.0,0.0,0.0,0.9256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0374,0.0,1.4633,Haiti
77,1975,464056,4089750,0,0,0,4553806,0,0,0.0,100,100,0,0,0,0,0,0,1500.0,1500,0,0,0,0,0,0,0,0,0,0,0,0,2460000,0,183830,0,7199236,4920000,0.0943,0.8313,0.0,0.0,0.0,0.9256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0374,0.0,1.4633,Haiti
78,1980,574900,4382100,0,45500,0,5002500,0,0,0.0,100,100,0,0,0,0,0,0,1700.0,1700,0,0,0,0,0,0,0,0,0,0,0,0,2676500,106300,57900,0,7845000,5353000,0.1074,0.8186,0.0,0.0085,0.0,0.9345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0199,0.0108,0.0,1.4655,Haiti
79,1980,574900,4382100,0,45500,0,5002500,0,0,0.0,100,100,0,0,0,0,0,0,1700.0,1700,0,0,0,0,0,0,0,0,0,0,0,0,2676500,106300,57900,0,7845000,5353000,0.1074,0.8186,0.0,0.0085,0.0,0.9345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0199,0.0108,0.0,1.4655,Haiti
80,1985,610000,4515000,0,0,0,5125000,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932500,0,520000,0,8577500,5865000,0.104,0.7698,0.0,0.0,0.0,0.8738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0887,0.0,1.4625,Haiti
81,1985,610000,4515000,0,0,0,5125000,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932500,0,520000,0,8577500,5865000,0.104,0.7698,0.0,0.0,0.0,0.8738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0887,0.0,1.4625,Haiti
82,1990,730500,5120000,0,84000,0,5934500,0,0,0.0,160,160,0,0,0,0,0,0,1660.0,1660,0,0,0,0,0,0,0,0,0,180,0,0,3243000,0,410442,0,9589942,6486000,0.1126,0.7894,0.0,0.013,0.0,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0633,0.0,1.4786,Haiti
83,1990,730500,5120000,0,84000,0,5934500,0,0,0.0,160,160,0,0,0,0,0,0,1660.0,1660,0,0,0,0,0,0,0,0,0,180,0,0,3243000,0,410442,0,9589942,6486000,0.1126,0.7894,0.0,0.013,0.0,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0633,0.0,1.4786,Haiti
84,1995,745110,5834400,0,42000,0,6621510,0,0,0.0,129,129,0,0,0,0,0,0,830.0,830,0,0,0,0,0,0,0,0,4263,90,0,0,3590000,0,0,0,10216822,7180000,0.1038,0.8126,0.0,0.0058,0.0,0.9222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.423,Haiti
85,1995,745110,5834400,0,42000,0,6621510,0,0,0.0,129,129,0,0,0,0,0,0,830.0,830,0,0,0,0,0,0,0,0,4263,90,0,0,3590000,0,0,0,10216822,7180000,0.1038,0.8126,0.0,0.0058,0.0,0.9222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.423,Haiti
86,2000,822200,6555400,0,0,0,7377600,0,0,0.0,98,98,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,8527,0,0,0,5088500,0,822200,0,13296925,8222000,0.1,0.7973,0.0,0.0,0.0,0.8973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.6189,0.0,0.1,0.0,1.6172,Haiti
87,2000,822200,6555400,0,0,0,7377600,0,0,0.0,98,98,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,8527,0,0,0,5088500,0,822200,0,13296925,8222000,0.1,0.7973,0.0,0.0,0.0,0.8973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.6189,0.0,0.1,0.0,1.6172,Haiti
88,2005,941000,7057500,0,0,0,7998500,0,0,0.0,500,500,0,0,0,0,0,0,2000.0,2000,0,0,0,0,0,0,0,0,11200,0,0,0,6587000,0,941000,0,15540200,9410000,0.1,0.75,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.6515,Haiti
89,2005,941000,7057500,0,0,0,7998500,0,0,0.0,500,500,0,0,0,0,0,0,2000.0,2000,0,0,0,0,0,0,0,0,11200,0,0,0,6587000,0,941000,0,15540200,9410000,0.1,0.75,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.6515,Haiti
90,2010,976083,7027799,0,0,0,8003882,0,0,0.0,120,120,0,0,0,0,0,0,1750.0,1750,0,0,0,0,0,0,0,0,8527,0,0,0,4392374,0,976083,0,13382736,9760832,0.1,0.72,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.45,0.0,0.1,0.0,1.3711,Haiti
91,2010,976083,7027799,0,0,0,8003882,0,0,0.0,120,120,0,0,0,0,0,0,1750.0,1750,0,0,0,0,0,0,0,0,8527,0,0,0,4392374,0,976083,0,13382736,9760832,0.1,0.72,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.45,0.0,0.1,0.0,1.3711,Haiti
92,1945,31680,1847340,0,0,0,1879020,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100980,1879020,1980000,0.016,0.933,0.0,0.0,0.0,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.949,Dominican Republic
93,1945,31680,1847340,0,0,0,1879020,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100980,1879020,1980000,0.016,0.933,0.0,0.0,0.0,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.949,Dominican Republic
94,1950,33440,2098474,0,0,0,2131914,0,0,0.0,463,463,0,0,0,0,0,0,0.0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,1845,105722,2134278,2240000,0.0149,0.9368,0.0,0.0,0.0,0.9517,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0472,0.9528,Dominican Republic
95,1950,33440,2098474,0,0,0,2131914,0,0,0.0,463,463,0,0,0,0,0,0,0.0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,1845,105722,2134278,2240000,0.0149,0.9368,0.0,0.0,0.0,0.9517,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0472,0.9528,Dominican Republic
96,1955,40952,2450000,0,0,0,2490952,0,0,0.0,231,231,0,0,0,0,0,0,0.0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,62789,2491211,2554000,0.016,0.9593,0.0,0.0,0.0,0.9753,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246,0.9754,Dominican Republic
97,1955,40952,2450000,0,0,0,2490952,0,0,0.0,231,231,0,0,0,0,0,0,0.0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,62789,2491211,2554000,0.016,0.9593,0.0,0.0,0.0,0.9753,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246,0.9754,Dominican Republic
98,1960,48465,3101000,0,0,0,3149465,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81535,3149465,3231000,0.015,0.9598,0.0,0.0,0.0,0.9748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.9748,Dominican Republic
