,year,country,Christianity,Judaism,Islam,Buddhism,Hindu,Shinto,Confus_Tao,code,gdp,un_region,hdi,conflict_present
1935,2000,China,71553248,2500,20000000,102204641,18000,0,5200000,CHN,1223754919971.05,Asia,0.586,0.0
1936,2005,China,75625755,2500,32592998,164268711,18000,0,4432647,CHN,2317551298052.05,Asia,0.0,0.0
1937,2010,China,78030424,2579,33629356,169491958,18572,0,4573592,CHN,6192564874453.29,Asia,0.698,0.0
1947,1990,Mongolia,22487,0,95000,921911,0,0,0,MNG,2560785660.0,Asia,0.579,0.0
1948,1995,Mongolia,27257,0,93880,1145806,0,0,0,MNG,1452165005.2384,Asia,0.0,0.0
1949,2000,Mongolia,23242,0,79860,1732962,0,0,0,MNG,1136896123.61298,Asia,0.595,0.0
1950,2005,Mongolia,24882,0,85500,1850000,0,0,0,MNG,2523471601.10421,Asia,0.0,0.0
1951,2010,Mongolia,53170,0,82380,1455388,0,0,0,MNG,7189481998.90094,Asia,0.7,0.0
1960,1990,Democratic People'S Republic Of Korea,347260,0,2200,610890,0,0,0,,,Asia,0.5989361702127659,0.0
1961,1995,Democratic People'S Republic Of Korea,462909,0,2302,662910,0,0,0,,,Asia,0.0,0.0
1962,2000,Democratic People'S Republic Of Korea,400000,0,0,1100000,0,0,0,,,Asia,0.6408723404255319,0.0
1963,2005,Democratic People'S Republic Of Korea,395355,0,0,1087233,0,0,0,,,Asia,0.0,0.0
1964,2010,Democratic People'S Republic Of Korea,405910,0,0,1116257,0,0,0,,,Asia,0.7038723404255319,0.0
1973,1990,Republic Of Korea,10035047,125,6000,9279818,0,22125,0,KOR,292064221388.988,Asia,0.731,0.0
1974,1995,Republic Of Korea,11711066,100,7500,10408012,0,25500,0,KOR,586286469400.665,Asia,0.0,0.0
1975,2000,Republic Of Korea,12736825,100,38750,10632237,0,27500,0,KOR,597487173479.109,Asia,0.824,0.0
1976,2005,Republic Of Korea,13762585,100,70000,10856463,0,29500,0,KOR,971740329983.878,Asia,0.0,0.0
1977,2010,Republic Of Korea,13973291,101,71071,11022677,0,29951,0,KOR,1192830015737.68,Asia,0.89,0.0
1996,1990,Japan,3704340,2350,160000,92138500,21000,94522831,1014,JPN,3185904656663.85,Asia,0.846,0.0
1998,1995,Japan,3764159,1935,176936,92849280,22601,96049245,1268,JPN,5545563663889.7,Asia,0.0,0.0
2000,2000,Japan,2975133,1400,190000,83732611,23700,97000000,1521,JPN,4968359075956.59,Asia,0.883,0.0
2002,2005,Japan,2999997,1220,195000,89000000,24660,107000000,1546,JPN,4831467035389.8,Asia,0.0,0.0
2004,2010,Japan,2499998,1000,195001,88035713,23500,108000000,1500,JPN,5759071769013.11,Asia,0.903,0.0
2014,1990,India,41734851,9000,101000000,5950000,622022768,0,3800000,IND,320979026420.035,Asia,0.434,1.0
2015,1995,India,45798549,9061,109916520,9159710,679818545,0,4003348,IND,360281909643.489,Asia,0.0,1.0
2016,2000,India,24080014,5000,137840709,7955207,827578868,0,4225000,IND,468395521654.458,Asia,0.49,1.0
2017,2005,India,26026922,5000,148985354,8598398,894489961,0,4566598,IND,820383763511.445,Asia,0.0,1.0
2018,2010,India,27973830,5000,160130000,9241589,961401054,0,4908196,IND,1675615519484.96,Asia,0.572,1.0
2022,1990,Bhutan,15200,0,17000,1213370,329000,0,0,BTN,287765007.112863,Asia,0.582,0.0
2023,1995,Bhutan,16414,0,10889,1378300,283200,0,0,BTN,290490983.815778,Asia,0.0,0.0
2024,2000,Bhutan,17600,0,21240,1764913,250000,0,0,BTN,460733418.399276,Asia,0.582,0.0
2025,2005,Bhutan,9530,0,6720,551176,81509,0,0,BTN,860391000.221655,Asia,0.0,0.0
2026,2010,Bhutan,8454,0,6947,583740,72169,0,0,BTN,1708880730.20989,Asia,0.582,0.0
2035,1990,Pakistan,3836000,700,106633800,75000,1420000,0,0,PAK,40010423970.4576,Asia,0.394,1.0
2036,1995,Pakistan,3391078,781,124026804,85697,1742788,0,0,PAK,60636071684.1918,Asia,0.0,1.0
2037,2000,Pakistan,2660210,0,149741271,90000,3442626,0,0,PAK,99484802344.5277,Asia,0.434,1.0
2038,2005,Pakistan,2617319,0,147326963,88548,3387120,0,0,PAK,145208562960.767,Asia,0.0,1.0
2039,2010,Pakistan,2863590,0,161189415,96880,3705824,0,0,PAK,196709621849.586,Asia,0.496,1.0
2043,1990,Bangladesh,109764,0,96922495,656030,11525325,0,0,BGD,31598340778.2164,Asia,0.399,1.0
2044,1995,Bangladesh,96734,0,105238920,650902,11750000,0,0,BGD,37939748768.6567,Asia,0.0,0.0
2045,2000,Bangladesh,83705,0,115722880,645775,12011415,0,0,BGD,53369787318.6245,Asia,0.491,0.0
2046,2005,Bangladesh,189142,88,123921312,764759,12950000,0,0,BGD,69476001239.419,Asia,0.0,0.0
2047,2010,Bangladesh,294580,177,132119746,883744,13256161,0,0,BGD,115275540051.262,Asia,0.558,0.0
2056,1990,Myanmar,2488600,350,1080000,32049350,660000,0,2700,MMR,2115193513.29556,Asia,0.333,1.0
2057,1995,Myanmar,3157420,186,1804240,33355000,719974,0,2491,MMR,5289174942.53404,Asia,0.0,1.0
2058,2000,Myanmar,3210000,50,1824440,34909000,45611,0,2281,MMR,8905066163.58643,Asia,0.407,1.0
2059,2005,Myanmar,4429920,25,2214960,41406500,55374,0,2891,MMR,11986972418.5103,Asia,0.0,1.0
2060,2010,Myanmar,4565000,25,2450000,43983776,58808,0,3070,MMR,49540813342.4834,Asia,0.506,1.0
2069,1990,Sri Lanka,1313600,0,1500000,11650720,2209090,120,0,LKA,8032551173.24014,Asia,0.641,1.0
2070,1995,Sri Lanka,1448959,0,1448960,12447280,2535680,135,0,LKA,13029697560.9756,Asia,0.0,1.0
2071,2000,Sri Lanka,1187918,0,1453159,12985000,1312980,0,0,LKA,16595882818.6857,Asia,0.689,1.0
2072,2005,Sri Lanka,1573438,0,1376759,13537599,2950200,155,0,LKA,24405791044.7761,Asia,0.0,1.0
2073,2010,Sri Lanka,1495578,0,1975865,14467488,2565831,0,0,LKA,58636049434.1871,Asia,0.735,0.0
2079,1990,Maldives,360,0,214230,1100,190,0,0,MDV,215043969.849246,Asia,0.635,0.0
2080,1995,Maldives,883,0,241460,1474,574,0,0,MDV,398988954.970263,Asia,0.0,0.0
2081,2000,Maldives,1300,0,280280,1200,0,0,0,MDV,624337145.284622,Asia,0.635,0.0
2082,2005,Maldives,1335,0,288120,1233,0,0,0,MDV,1163362437.5,Asia,0.0,0.0
2083,2010,Maldives,1441,0,311056,1331,0,0,0,MDV,2588176054.6875,Asia,0.692,0.0
2093,1990,Nepal,524000,0,710000,1992210,13039920,0,4000,NPL,3627560239.48997,Asia,0.395,0.0
2094,1995,Nepal,542797,0,643680,2574720,14833760,0,5003,NPL,4401104417.67068,Asia,0.0,0.0
2095,2000,Nepal,399997,0,1005060,2584440,18952560,0,0,NPL,5494252207.90502,Asia,0.461,1.0
2096,2005,Nepal,387848,0,1083715,2490269,20350000,0,1607,NPL,8130258377.90964,Asia,0.0,1.0
2097,2010,Nepal,375697,0,1162370,2396099,21551492,0,3214,NPL,16002656434.4746,Asia,0.543,0.0
2107,1990,Thailand,1658000,80,2233560,48579930,180000,320,0,THA,85343190719.0107,Asia,0.581,0.0
2108,1995,Thailand,594009,81,2376040,52866890,119901,344,0,THA,169278916592.843,Asia,0.0,0.0
2109,2000,Thailand,613987,200,6139900,53417130,50000,0,0,THA,126392224253.794,Asia,0.663,0.0
2110,2005,Thailand,360998,200,6483900,56409930,55000,0,0,THA,189318408468.595,Asia,0.0,1.0
2111,2010,Thailand,403998,200,6733346,58580120,56000,0,0,THA,341104766329.17,Asia,0.743,1.0
2119,1990,Cambodia,94200,0,200000,7253800,20000,0,0,KHM,1402541176.5121,Asia,0.379,1.0
2120,1995,Cambodia,113049,0,208888,8360600,22005,0,0,KHM,3441205692.9166,Asia,0.0,1.0
2121,2000,Cambodia,74823,0,240111,10783820,0,0,0,KHM,3694168979.32019,Asia,0.431,0.0
2122,2005,Cambodia,66012,0,266914,12792905,0,0,0,KHM,7066296463.3598,Asia,0.0,0.0
2123,2010,Cambodia,57199,0,293716,14801990,0,0,0,KHM,13808673288.0696,Asia,0.542,0.0
2131,1990,Lao People'S Democratic Republic,106500,0,18000,2143020,5000,0,950,LAO,865559879.400406,Asia,0.408,1.0
2132,1995,Lao People'S Democratic Republic,138374,0,12205,2538640,4673,0,597,LAO,1763536304.53964,Asia,0.0,0.0
2133,2000,Lao People'S Democratic Republic,108659,0,54330,3573450,0,0,0,LAO,1731198022.46763,Asia,0.473,0.0
2134,2005,Lao People'S Democratic Republic,85183,0,56790,3849930,0,0,0,LAO,2735558734.7379,Asia,0.0,0.0
2135,2010,Lao People'S Democratic Republic,92112,0,61408,4159404,0,0,0,LAO,7131771014.70456,Asia,0.557,0.0
2143,1990,Viet Nam,4682900,0,61710,5960970,27980,0,0,VNM,6471740805.56984,Asia,0.492,0.0
2144,1995,Viet Nam,5906662,0,63329,6641370,37860,0,0,VNM,20736164458.9505,Asia,0.0,0.0
2145,2000,Viet Nam,6869052,0,84832,39916000,45000,0,0,VNM,31172518403.3162,Asia,0.599,0.0
2146,2005,Viet Nam,8334760,0,88606,41553000,47000,0,0,VNM,57633255738.1992,Asia,0.0,0.0
2147,2010,Viet Nam,8004439,0,93736,43079830,50000,0,0,VNM,147201173196.979,Asia,0.676,0.0
2158,1990,Malaysia,1421116,0,10409703,3233048,1315000,0,1568,MYS,44024585239.6137,Asia,0.649,0.0
2159,1995,Malaysia,1711549,0,12317727,3765398,1354849,0,1674,MYS,88705342902.7113,Asia,0.0,0.0
2160,2000,Malaysia,1890213,0,13243537,4226360,1379128,0,1500,MYS,93789736842.1053,Asia,0.726,0.0
2161,2005,Malaysia,2114485,0,15480000,4829980,1538564,0,750,MYS,143534405818.501,Asia,0.0,0.0
2162,2010,Malaysia,2338758,0,17263000,5433600,1698000,0,0,MYS,255017638455.59,Asia,0.768,0.0
2168,1990,Singapore,352000,580,552000,452400,150000,700,0,SGP,36144336768.7023,Asia,0.78,0.0
2169,1995,Singapore,484916,671,578219,503449,180472,838,0,SGP,87812540788.4293,Asia,0.0,0.0
2170,2000,Singapore,586418,300,598618,1708366,160911,0,0,SGP,96076539925.7409,Asia,0.863,0.0
2171,2005,Singapore,758539,300,662809,1698436,209482,0,277213,SGP,127807848728.398,Asia,0.0,0.0
2172,2010,Singapore,930663,300,727000,1688506,258053,0,554426,SGP,239807980591.24,Asia,0.921,0.0
2174,1990,Brunei Darussalam,25450,0,154330,24800,2000,0,0,BRN,6039881086.68157,Asia,0.779,0.0
2175,1995,Brunei Darussalam,32854,0,177600,29600,2394,0,0,BRN,7700144069.1419,Asia,0.0,0.0
2176,2000,Brunei Darussalam,32798,0,219760,42640,0,0,0,BRN,6570999087.56742,Asia,0.789,0.0
2177,2005,Brunei Darussalam,37997,30,254600,49400,0,0,0,BRN,10547202620.5286,Asia,0.0,0.0
2178,2010,Brunei Darussalam,12362,30,335000,28848,0,0,0,BRN,13707121038.4383,Asia,0.825,0.0
2187,1990,Philippines,56991959,850,2828080,61480,1200,0,0,PHL,50508286641.5746,Asia,0.598,1.0
2188,1995,Philippines,63749979,575,3724151,83681,1770,0,0,PHL,84644328727.4825,Asia,0.0,1.0
2189,2000,Philippines,70508000,300,4055030,76510,0,0,0,PHL,83669788376.9213,Asia,0.635,1.0
2190,2005,Philippines,76584168,300,4464773,96877,0,0,0,PHL,107419977318.166,Asia,0.0,1.0
2191,2010,Philippines,84493445,300,5113771,105000,0,0,0,PHL,208368893151.144,Asia,0.673,1.0
2198,1990,Indonesia,19334118,0,151124692,1794830,2692245,0,0,IDN,106140727333.636,Asia,0.526,1.0
2199,1995,Indonesia,21812609,0,165377245,1762215,3508122,0,0,IDN,202132028723.115,Asia,0.0,0.0
2200,2000,Indonesia,24291100,0,179629800,1729600,4324000,0,0,IDN,165021012077.81,Asia,0.597,1.0
2201,2005,Indonesia,24867812,0,190589900,1824640,3961700,0,0,IDN,285868619196.085,Asia,0.0,1.0
2202,2010,Indonesia,25444526,0,201550000,1919680,3599400,0,0,IDN,755094157621.936,Asia,0.667,0.0
2203,2005,Timor-Leste,972160,0,7936,0,0,0,0,TLS,462267954.030558,Asia,0.0,0.0
2204,2010,Timor-Leste,1105222,0,7894,1127,0,0,0,TLS,881909347.096515,Asia,0.639,0.0
2214,1990,Australia,14059050,83000,160000,140000,46000,0,3150,AUS,311840666465.053,Oceania,0.864,0.0
2215,1995,Australia,14418100,88526,244308,250361,78619,0,3937,AUS,368725126225.126,Oceania,0.0,0.0
2216,2000,Australia,14578660,93000,308616,360723,111239,0,4725,AUS,416901962163.479,Oceania,0.896,0.0
2217,2005,Australia,14609098,96167,346715,428295,142765,0,5200,AUS,696811489612.816,Oceania,0.0,0.0
2218,2010,Australia,13150670,97335,476290,528977,180000,0,0,AUS,1152566632022.13,Oceania,0.924,0.0
2222,1990,Papua New Guinea,3513400,460,900,5500,0,0,0,PNG,3219729083.06487,Oceania,0.394,1.0
2223,1995,Papua New Guinea,3891350,513,1094,6691,0,0,0,PNG,4636057476.42568,Oceania,0.0,1.0
2224,2000,Papua New Guinea,4614720,0,4000,2000,0,0,0,PNG,3521339699.07407,Oceania,0.456,0.0
2225,2005,Papua New Guinea,5873280,0,5090,2545,0,0,0,PNG,4865892972.27595,Oceania,0.0,0.0
2226,2010,Papua New Guinea,6611410,813,1832,2865,0,0,0,PNG,14250786674.7766,Oceania,0.497,0.0
2236,1990,New Zealand,2830080,4600,5800,26700,17800,0,0,NZL,45495129385.0475,Oceania,0.812,0.0
2237,1995,New Zealand,2698123,4462,21630,43473,46554,0,0,NZL,63918703506.9075,Oceania,0.0,0.0
2238,2000,New Zealand,2535249,7500,35000,41709,60000,0,0,NZL,52623281956.7031,Oceania,0.894,0.0
2239,2005,New Zealand,2235307,4445,46326,86935,82063,0,0,NZL,114720129550.095,Oceania,0.0,0.0
2240,2010,New Zealand,2361557,4696,48943,91846,86698,0,0,NZL,146887902524.052,Oceania,0.924,0.0
2242,1990,Vanuatu,130480,0,0,200,0,0,0,VUT,168879207.244148,Oceania,0.578,0.0
2243,1995,Vanuatu,149450,0,0,287,0,0,0,VUT,249333250.082507,Oceania,0.0,0.0
2244,2000,Vanuatu,165300,0,0,374,0,0,0,VUT,272014627.835262,Oceania,0.578,0.0
2245,2005,Vanuatu,179580,0,0,440,0,0,0,VUT,394962433.029368,Oceania,0.0,0.0
2246,2010,Vanuatu,205190,0,0,476,0,0,0,VUT,670712979.682038,Oceania,0.578,0.0
2249,1990,Solomon Islands,304000,0,440,1050,0,0,0,SLB,214877666.846068,Oceania,0.488,0.0
2250,1995,Solomon Islands,358780,0,717,1228,0,0,0,SLB,469443201.503274,Oceania,0.0,0.0
2251,2000,Solomon Islands,408480,0,1000,1500,0,0,0,SLB,419842674.227652,Oceania,0.488,0.0
2252,2005,Solomon Islands,447270,0,1094,1642,0,0,0,SLB,552881356.697517,Oceania,0.0,0.0
2253,2010,Solomon Islands,482878,0,1700,1750,0,0,0,SLB,898128551.289162,Oceania,0.553,0.0
2254,2000,Kiribati,97970,0,0,13,0,0,0,KIR,74910527.2586758,Oceania,0.547,0.0
2255,2005,Kiribati,88320,0,0,24,0,0,0,KIR,113895437.324786,Oceania,0.0,0.0
2256,2010,Kiribati,98880,0,0,13,0,0,0,KIR,165458433.127645,Oceania,0.584,0.0
2257,2000,Tuvalu,10450,0,0,0,0,0,0,TUV,15073975.5349377,Oceania,0.599,0.0
2258,2005,Tuvalu,9700,0,10,0,0,0,0,TUV,22909979.8163078,Oceania,0.0,0.0
2259,2010,Tuvalu,9764,0,10,0,0,0,0,TUV,32105408.4771121,Oceania,0.623,0.0
2264,1990,Fiji,415840,100,50600,0,243000,0,0,FJI,1337017559.49728,Oceania,0.63,0.0
2265,1995,Fiji,485735,104,47760,0,238800,0,0,FJI,1970301486.20561,Oceania,0.0,0.0
2266,2000,Fiji,449482,0,54323,0,264163,0,0,FJI,1678219507.89829,Oceania,0.669,0.0
2267,2005,Fiji,448500,111,57750,0,247500,0,0,FJI,2980403844.72096,Oceania,0.0,0.0
2268,2010,Fiji,549963,0,51559,0,240609,0,0,FJI,3140166712.79624,Oceania,0.699,0.0
2269,2000,Tonga,89100,0,0,132,110,0,0,TON,204848487.806485,Oceania,0.679,0.0
2270,2005,Tonga,91044,0,0,123,103,0,0,TON,261823805.433238,Oceania,0.0,0.0
2271,2010,Tonga,98745,0,0,126,105,0,0,TON,366887374.989696,Oceania,0.709,0.0
2272,2000,Nauru,12870,0,0,0,0,0,0,NRU,26930980.3429002,Oceania,0.559,0.0
2273,2005,Nauru,12610,0,0,200,0,0,190,NRU,30070666.0652533,Oceania,0.0,0.0
2274,2010,Nauru,9638,0,0,0,0,0,0,NRU,47562844.6104251,Oceania,0.559,0.0
2275,1995,Marshall Islands,53240,0,0,0,0,0,0,MHL,120230000.0,Oceania,0.0,0.0
2276,2000,Marshall Islands,57400,0,0,0,0,0,0,MHL,114838500.0,Oceania,0.688,0.0
2277,2005,Marshall Islands,51347,0,0,0,0,0,0,MHL,138000000.0,Oceania,0.0,0.0
2278,2010,Marshall Islands,50971,0,0,0,0,0,0,MHL,161100000.0,Oceania,0.688,0.0
2279,1995,Palau,12470,0,340,170,20,0,0,PLW,121018500.0,Oceania,0.0,0.0
2280,2000,Palau,15570,0,450,162,24,0,0,PLW,149551483.154297,Oceania,0.747,0.0
2281,2005,Palau,18100,0,500,150,0,0,0,PLW,190961685.180664,Oceania,0.0,0.0
2282,2010,Palau,18391,0,470,182,27,0,0,PLW,188042373.657227,Oceania,0.775,0.0
2283,1995,Micronesia (Federated States Of),97966,0,0,550,0,0,0,FSM,219930003.350969,Oceania,0.0,0.0
2284,2000,Micronesia (Federated States Of),100952,0,0,622,0,0,0,FSM,229616847.556821,Oceania,0.637,0.0
2285,2005,Micronesia (Federated States Of),90100,0,0,570,0,0,0,FSM,245905050.832081,Oceania,0.0,0.0
2286,2010,Micronesia (Federated States Of),96000,0,0,650,0,0,0,FSM,290638857.061212,Oceania,0.644,0.0
2289,1990,Samoa,159500,0,37,15,0,0,0,WSM,125766269.755358,Oceania,0.672,0.0
2290,1995,Samoa,161677,0,43,16,0,0,0,WSM,224865731.381903,Oceania,0.0,0.0
2291,2000,Samoa,174600,0,50,18,0,0,0,WSM,258856139.798489,Oceania,0.672,0.0
2292,2005,Samoa,177510,0,58,18,0,0,0,WSM,476801793.159429,Oceania,0.0,0.0
2293,2010,Samoa,180140,0,61,19,0,0,0,WSM,680260907.153983,Oceania,0.704,0.0
